Orthogroup,Mean_dN,Mean_dS,Mean_Omega,Ct_LMG19424.IS.tmp.45428,Pp_PsJN.IS.tmp.45708,Rs_068_2.IS.tmp.45974,Rs_071-2.IS.tmp.46234,Rs_077-080_1.IS.tmp.46490,Rs_095-3.IS.tmp.46746,Rs_102-3.IS.tmp.47027,Rs_115-4.IS.tmp.47283,Rs_144-1.IS.tmp.47548,Rs_AHR56.IS.tmp.47805,Rs_Bs715.IS.tmp.48082,Rs_CFBP2957.IS.tmp.48339,Rs_CIAT_078.IS.tmp.48596,Rs_FJAT1458F1.IS.tmp.48854,Rs_FJAT1458F50.IS.tmp.49132,Rs_FJAT1463F1.IS.tmp.49397,Rs_FJAT1463F50.IS.tmp.49711,Rs_FJAT15249F1.IS.tmp.49968,Rs_FJAT15249F50.IS.tmp.50225,Rs_FJAT15252F1.IS.tmp.50481,Rs_FJAT15252F50.IS.tmp.50741,Rs_FJAT448F1.IS.tmp.50998,Rs_FJAT448F50.IS.tmp.51254,Rs_FJAT454F1.IS.tmp.51509,Rs_IBSBF.IS.tmp.52041,Rs_IBSBF1503.IS.tmp.51785,Rs_KACC.IS.tmp.52297,Rs_MolK2.IS.tmp.52573,Rs_NCSU_Rs32.IS.tmp.52829,Rs_NCSU_Rs45488.IS.tmp.53085,Rs_NCSU_RsMR-FL01.IS.tmp.53341,Rs_P597.IS.tmp.53597,Rs_P673.IS.tmp.53853,Rs_Po82.IS.tmp.54132,Rs_RS_v1.IS.tmp.54648,Rs_RS_v2.IS.tmp.54904,Rs_Rs5.IS.tmp.54388,Rs_SL2064.IS.tmp.55181,Rs_SL2312.IS.tmp.55447,Rs_SL3175.IS.tmp.55703,Rs_T101.IS.tmp.55958,Rs_T11.IS.tmp.56236,Rs_T12.IS.tmp.56492,Rs_T51.IS.tmp.56748,Rs_T60.IS.tmp.57003,Rs_T78.IS.tmp.57259,Rs_T82.IS.tmp.57514,Rs_T95.IS.tmp.57770,Rs_T98.IS.tmp.58026,Rs_UW163.IS.tmp.58287,Rs_UY031.IS.tmp.58564,Rs_Wj644.IS.tmp.58819
OG0000773,0.0759405562929755,0.0299938811014249,3.0729949804469032,84,470,2970,2969,2972,2967,2969,2971,2967,3066,1948,254,600,3382,3385,3386,3385,3384,3386,3383,3383,3332,3340,3329,2991,2132,2980,270,2380,714,2159,1684,624,2974,2893,2893,2976,2990,2874,2942,2870,2961,2924,2916,3285,3342,2864,2979,2944,592,2892,325
OG0000774,0.066197405269028,0.0393792835649206,2.204925976800977,85,468,2974,2973,2976,2971,2973,2975,2971,3068,1945,252,604,3385,3388,3389,3388,3387,3389,3386,3386,3335,3343,3332,2995,2128,2984,265,2382,712,2157,1686,619,2978,2898,2899,2978,2994,2879,2947,2875,2965,2929,2920,3288,3345,2869,2983,2949,596,2897,321
OG0000775,0.0727038352653338,0.0381493045859271,2.247039835647085,90,464,2978,2977,2980,2975,2977,2979,2975,3072,1941,248,608,3389,3392,3393,3392,3391,3393,3390,3390,3339,3347,3336,2999,2124,2988,261,2386,708,2153,1690,615,2982,2902,2903,2982,2998,2883,2951,2879,2969,2932,2924,3292,3349,2872,2987,2953,600,2901,317
OG0000776,0.076848791463766,0.0331873875597223,2.823963012878107,92,463,2980,2979,2982,2977,2979,2981,2977,3074,1939,246,610,3391,3394,3395,3394,3393,3395,3392,3392,3341,3349,3338,3001,2122,2990,259,2388,706,2151,1692,613,2984,2904,2905,2984,3000,2885,2953,2881,2971,2934,2926,3294,3351,2874,2989,2955,602,2903,315
OG0000777,0.0813852813852814,0.0432900432900432,2.211904761904762,95,2625,2983,2982,2985,2980,2982,2984,2980,3077,1934,243,613,3394,3397,3398,3397,3396,3398,3395,3395,3344,3352,3341,3004,2119,2993,256,2391,703,2148,1695,610,2987,2907,2909,2987,3003,2888,2956,2884,2974,2937,2929,3299,3356,2877,2992,2958,605,2906,312
OG0000778,0.0688067584876876,0.0351719125541499,2.7110062893081763,96,2624,2984,2983,2986,2981,2983,2985,2981,3078,1933,242,614,3395,3398,3399,3398,3397,3399,3396,3396,3345,3353,3342,3005,2118,2994,255,2392,702,2147,1696,609,2988,2908,2910,2988,3004,2889,2957,2885,2975,2938,2930,3300,3357,2878,2993,2959,606,2907,311
OG0000779,0.0758699982177596,0.0350853400342841,2.5262696962058784,103,457,2991,2990,2993,2988,2990,2992,2988,3085,1927,236,621,3401,3404,3405,3404,3403,3405,3402,3402,3351,3359,3348,3013,2111,2999,248,2399,695,2140,1702,602,2995,2915,2917,2995,3009,2894,2963,2890,2980,2944,2935,3306,3363,2883,2998,2965,613,2914,305
OG0000780,0.077874882883641,0.0291821613033828,4.042184095860566,104,456,2992,2991,2994,2989,2991,2993,2989,3086,1926,235,622,3402,3405,3406,3405,3404,3406,3403,3403,3352,3360,3349,3014,2110,3000,247,2400,694,2139,1703,601,2996,2916,2918,2996,3010,2895,2964,2891,2981,2945,2936,3307,3364,2884,2999,2966,614,2915,304
OG0000781,0.0766114962425062,0.0348431688180055,3.1900755494505497,105,455,2993,2992,2995,2990,2992,2994,2990,3087,1925,234,623,3403,3406,3407,3406,3405,3407,3404,3404,3353,3361,3350,3015,2109,3001,246,2401,693,2138,1704,600,2997,2917,2919,2997,3011,2896,2965,2892,2982,2946,2937,3308,3365,2885,3000,2967,615,2916,303
OG0000782,0.0792110885253426,0.0361281272446832,2.9835565476190475,111,448,2999,2998,3001,2996,2998,3000,2996,3098,1913,228,629,3415,3418,3419,3418,3417,3419,3416,3416,3365,3373,3362,3021,2103,3007,240,2415,679,2127,1710,594,3003,2923,2925,3012,3017,2902,2971,2898,2988,2952,2943,3320,3378,2891,3006,2973,621,2922,276
OG0000783,0.0670821114369501,0.064516129032258,1.4071969696969695,117,444,3006,3005,3008,3003,3005,3007,3003,3106,1906,221,636,3422,3425,3426,3425,3424,3426,3423,3423,3372,3380,3369,3028,2096,3014,233,2423,671,2119,1717,587,3010,2931,2932,3020,3024,2909,2978,2905,2995,2959,2950,3327,3385,2898,3013,2980,628,2930,283
OG0000784,0.0865155680340357,0.0384785709644513,2.739017273576097,122,433,1761,1760,1761,1758,1759,1760,1759,1830,3319,1422,2867,2038,2039,2040,2039,2039,2039,2037,2038,1986,1993,1984,1770,163,1828,3591,1189,1955,48,496,1808,1764,1869,1863,1801,1839,1725,1659,1729,1786,1756,1786,1911,1922,1727,1827,1661,2824,1867,1724
OG0000785,0.0624770677781285,0.0289885833645312,3.2698113207547173,123,432,1760,1759,1760,1757,1758,1759,1758,1829,3320,1423,2868,2037,2038,2039,2038,2038,2038,2036,2037,1985,1992,1983,1769,164,1827,3590,1188,1956,49,495,1809,1763,1870,1864,1800,1838,1724,1658,1728,1785,1755,1785,1910,1921,1726,1826,1660,2825,1868,1725
OG0000786,0.0822816298765814,0.0270100494655674,3.972214896214896,124,431,1759,1758,1759,1756,1757,1758,1757,1828,3321,1424,2869,2036,2037,2038,2037,2037,2037,2035,2036,1984,1991,1982,1768,165,1826,3589,1187,1957,50,494,1810,1762,1871,1865,1799,1837,1723,1657,1727,1784,1754,1784,1909,1920,1725,1825,1659,2826,1869,1726
OG0000787,0.0807328659134177,0.030069843522227,3.356354834892571,125,430,3010,3009,3012,3007,3009,3011,3007,3110,1902,217,640,3426,3429,3430,3429,3428,3430,3427,3427,3376,3384,3373,3032,2092,3018,229,2427,667,2115,1721,583,3014,2935,2935,3024,3028,2913,2982,2910,2999,2963,2954,3331,3389,2902,3017,2984,632,2934,287
OG0000788,0.0766210986116451,0.0347052286725471,2.7146356002488075,128,426,3015,3014,3017,3012,3014,3016,3012,3115,1897,212,645,3431,3434,3435,3434,3433,3435,3432,3432,3381,3389,3378,3037,2087,3023,223,2432,662,2110,1728,578,3019,2941,2941,3029,3033,2918,2987,2915,3004,2968,2959,3336,3394,2907,3022,2989,637,2940,292
OG0000789,0.0838200571248068,0.032506087302761,3.0871242466067663,129,425,3016,3015,3018,3013,3015,3017,3013,3116,1896,211,646,3432,3435,3436,3435,3434,3436,3433,3433,3382,3390,3379,3038,2086,3024,222,2433,661,2109,1729,577,3020,2942,2942,3030,3034,2919,2988,2916,3005,2969,2960,3337,3395,2908,3023,2990,638,2941,293
OG0000790,0.0813987196918605,0.0289675590360738,3.278979353979354,135,3894,3175,3174,3177,3172,3174,3176,3172,3313,1684,50,806,3648,3651,3652,3651,3650,3652,3649,3649,3598,3606,3595,3199,1927,3201,51,2604,474,1930,1904,415,3181,3117,3117,3212,3211,3119,3165,3116,3182,3179,3137,3551,3609,3108,3200,3167,797,3115,51
OG0000791,0.0820487810701682,0.0344167253237765,3.1553163503163506,136,329,3174,3173,3176,3171,3173,3175,3171,3312,1685,51,805,3647,3650,3651,3650,3649,3651,3648,3648,3597,3605,3594,3198,1928,3200,52,2603,475,1931,1903,416,3180,3116,3116,3211,3210,3118,3164,3115,3181,3178,3136,3550,3608,3107,3199,3166,796,3114,52
OG0000792,0.0611908653058975,0.0406686224520256,1.6764069248373548,141,328,3177,3176,3179,3174,3176,3178,3174,3315,1682,48,808,3650,3653,3654,3653,3652,3654,3651,3651,3600,3608,3597,3201,1925,3203,49,2606,472,1928,1906,413,3183,3119,3119,3214,3213,3121,3167,3118,3184,3181,3139,3553,3611,3110,3202,3169,799,3117,49
OG0000793,0.0795431515834425,0.0348661194891639,3.5852984018078358,142,327,3178,3177,3180,3175,3177,3179,3175,3316,1681,47,809,3651,3654,3655,3654,3653,3655,3652,3652,3601,3609,3598,3202,1924,3204,48,2607,471,1927,1907,412,3184,3120,3120,3215,3214,3122,3168,3119,3185,3182,3140,3554,3612,3111,3203,3170,800,3118,48
OG0000794,0.0784863817960243,0.0406743589735814,2.543913994169096,144,326,3180,3179,3182,3177,3179,3181,3177,3318,1679,45,811,3653,3656,3657,3656,3655,3657,3654,3654,3603,3611,3600,3204,1922,3205,45,2609,469,1925,1909,408,3186,48,48,3217,3215,3123,3170,3120,3186,3183,3141,3556,3614,3112,3204,3172,802,48,46
OG0000795,0.0755553648162595,0.0398560177530273,2.554768775562045,145,325,3181,3180,3183,3178,3180,3182,3178,3319,1678,44,812,3654,3657,3658,3657,3656,3658,3655,3655,3604,3612,3601,3205,1921,3206,44,2610,468,1924,1910,407,3187,47,47,3218,3216,3124,3171,3121,3187,3184,3142,3557,3615,3113,3205,3173,803,47,45
OG0000796,0.0733373464760873,0.0312501162112824,2.760966117216117,146,2850,3182,3181,3184,3179,3181,3183,3179,3320,1677,43,813,3655,3658,3659,3658,3657,3659,3656,3656,3605,3613,3602,3206,1920,3207,43,2611,467,1923,1911,406,3188,46,46,3219,3217,3125,3172,3122,3188,3185,3143,3558,3616,3114,3206,3174,804,46,44
OG0000797,0.069708592457489,0.0432463351386185,1.8356340010751773,150,323,3187,3186,3189,3184,3186,3188,3184,3325,1672,38,818,3660,3663,3664,3663,3662,3664,3661,3661,3610,3618,3607,3211,1915,3212,38,2616,462,1918,1916,401,3193,41,41,3224,3222,3130,3177,3127,3193,3190,3148,3563,3621,3119,3211,3179,809,41,39
OG0000798,0.0756893343965807,0.0387544830735598,2.485738233988234,151,322,3188,3187,3190,3185,3187,3189,3185,3326,1671,37,819,3661,3664,3665,3664,3663,3665,3662,3662,3611,3619,3608,3212,1914,3213,37,2617,461,1917,1917,400,3194,40,40,3225,3223,3131,3178,3128,3194,3191,3149,3564,3622,3120,3212,3180,810,40,38
OG0000799,0.0811117814533102,0.0299997654465719,3.293534937284937,152,321,3189,3188,3191,3186,3188,3190,3186,3327,1670,36,820,3662,3665,3666,3665,3664,3666,3663,3663,3612,3620,3609,3213,1913,3214,36,2618,460,1916,1918,399,3195,39,39,3226,3224,3132,3179,3129,3195,3192,3150,3565,3623,3121,3213,3181,811,39,37
OG0000800,0.0729558061853039,0.0325788323911804,2.9949886578563047,153,320,3196,3195,3198,3193,3195,3197,3193,3331,1665,32,827,3666,3669,3670,3669,3668,3670,3667,3667,3616,3624,3613,3220,1906,3218,32,2622,456,1912,1922,392,3202,32,32,3230,3228,3136,3183,3133,3199,3196,3154,3570,3628,3125,3217,3185,818,32,33
OG0000801,0.0840369325103951,0.0222163638007186,6.204150793650793,154,319,3197,3196,3199,3194,3196,3198,3194,3332,1664,31,828,3667,3670,3671,3670,3669,3671,3668,3668,3617,3625,3614,3221,1905,3219,31,2623,455,1911,1923,391,3203,31,31,3231,3229,3137,3184,3134,3200,3197,3155,3571,3629,3126,3218,3186,819,31,32
OG0000802,0.0695602824735635,0.0459858815105382,1.8749228395061728,158,"421, 4782",3713,3710,3714,3698,3702,3712,3709,,2288,4655,3723,"3063, 3064","3066, 3067","3067, 3068","3066, 3067","3066, 3067","3066, 3067","3064, 3065","3064, 3065","3013, 3014","3022, 3023","3010, 3011",3719,3385,,4462,,,,4522,4622,3698,3628,3623,,,651,,651,,658,,2942,2959,651,,,3662,3627,673
OG0000803,0.0726079022873492,0.0448853201785337,1.9017339544513456,160,318,3074,3073,3076,3071,3073,3075,3071,3212,1793,146,705,3538,3541,3542,3541,3540,3542,3539,3539,3488,3496,3485,3097,2028,3104,157,2503,569,2032,1804,518,3079,3013,3011,3111,3114,3023,3062,3020,3085,3075,3040,3442,3499,3012,3103,3064,696,3011,164
OG0000804,0.0842264073314177,0.0384867673039653,2.677007020757021,161,317,3075,3074,3077,3072,3074,3076,3072,3213,1792,145,706,3539,3542,3543,3542,3541,3543,3540,3540,3489,3497,3486,3098,2027,3105,156,2504,568,2031,1805,517,3080,3014,3012,3112,3115,3024,3063,3021,3086,3076,3041,3443,3500,3013,3104,3065,697,3012,163
OG0000805,0.0656898891051915,0.0329207096792171,2.423809523809524,163,3647,3085,3084,3087,3082,3084,3086,3082,3221,1780,137,716,3551,3554,3555,3554,3553,3555,3552,3552,3501,3509,3498,3108,2017,3113,146,2512,560,2021,1815,505,3090,3024,3022,3120,3123,3032,3076,3029,3094,3084,3049,3455,3512,3021,3112,3078,707,3022,151
OG0000806,0.0808605113845803,0.0336073076464703,3.244934640522876,166,316,3087,3086,3089,3084,3086,3088,3084,3223,1778,135,718,3553,3556,3557,3556,3555,3557,3554,3554,3503,3511,3500,3110,2015,3115,144,2514,558,2019,1817,503,3092,3026,3024,3122,3125,3034,3078,3031,3096,3086,3051,3457,3514,3023,3114,3080,709,3024,149
OG0000807,0.0763039074106147,0.032564740117997,2.839581598956599,169,315,3089,3088,3091,3086,3088,3090,3086,3225,1776,133,720,3555,3558,3559,3558,3557,3559,3556,3556,3505,3513,3502,3112,2013,3117,142,2516,556,2017,1819,501,3094,3028,3026,3124,3127,3036,3080,3033,3098,3088,3053,3459,3517,3025,3116,3082,711,3026,147
OG0000808,0.085502120571863,0.0362531782523729,3.0625717662951706,170,334,3090,3089,3092,3087,3089,3091,3087,3226,1775,132,721,3556,3559,3560,3559,3558,3560,3557,3557,3506,3514,3503,3113,2012,3118,141,2517,555,2016,1820,500,3095,3029,3027,3125,3128,3037,3081,3034,3099,3089,3054,3460,3518,3026,3117,3083,712,3027,146
OG0000809,0.0698260430680298,0.0389556887606537,2.1039838633588634,173,336,3093,3092,3095,3090,3092,3094,3090,3229,1772,129,724,3559,3562,3563,3562,3561,3563,3560,3560,3509,3517,3506,3116,2009,3121,138,2520,552,2013,1823,497,3098,3032,3030,3128,3131,3040,3084,3037,3102,3092,3057,3463,3521,3029,3120,3086,715,3030,143
OG0000810,0.0816138763197586,0.0395283148224324,2.621590909090909,174,904,2281,2281,2282,2279,2280,2282,2280,2403,2732,888,3198,2654,2657,2658,2657,2657,2657,2655,2655,2605,2614,2602,2295,2811,2359,4188,1692,1458,2837,988,1290,2284,1354,1350,2291,2370,2280,2249,2278,2317,2314,2318,2474,2487,2272,2359,2253,3150,1353,1112
OG0000811,0.0818985908098255,0.0390692187863051,2.404147668570745,180,3543,3117,3116,3119,3114,3116,3118,3114,3251,1749,109,747,3585,3588,3589,3588,3587,3589,3586,3586,3535,3543,3532,3140,1985,3142,114,2542,537,1992,1844,473,3122,3057,3056,3150,3152,3061,3106,3058,3123,3120,3078,3486,3544,3050,3141,3108,739,3055,120
OG0000812,0.0789178697513002,0.0401114103227019,2.688009648303766,181,3542,3118,3117,3120,3115,3117,3119,3115,3252,1748,108,748,3586,3589,3590,3589,3588,3590,3587,3587,3536,3544,3533,3141,1984,3143,113,2543,536,1991,1845,472,3123,3058,3057,3151,3153,3062,3107,3059,3124,3121,3079,3487,3545,3051,3142,3109,740,3056,119
OG0000813,0.0829219522217392,0.0388197341762974,2.4140666523019463,182,3541,3119,3118,3121,3116,3118,3120,3116,3253,1747,107,749,3587,3590,3591,3590,3589,3591,3588,3588,3537,3545,3534,3142,1983,3144,112,2544,535,1990,1846,471,3124,3059,3058,3152,3154,3063,3108,3060,3125,3122,3080,3488,3546,3052,3143,3110,741,3057,118
OG0000814,0.0804187820411533,0.0352521036849311,2.867681623931624,183,3540,3120,3119,3122,3117,3119,3121,3117,3254,1746,106,750,3588,3591,3592,3591,3590,3592,3589,3589,3538,3546,3535,3143,1982,3145,111,2545,534,1989,1847,470,3125,3060,3059,3153,3155,3064,3109,3061,3126,3123,3081,3489,3547,3053,3144,3111,742,3058,117
OG0000815,0.0720561968492275,0.0425942985123952,2.0523031434796137,186,2250,3907,3903,3908,3894,3898,3906,4550,4420,4047,4454,4374,4324,4325,4328,4327,4326,4328,4326,4325,4274,4283,4270,3915,3571,4345,1669,4059,3579,3500,4971,4427,3893,4402,4402,4563,4357,4290,4365,4297,4332,4404,4287,4823,4882,4277,4345,4365,4288,4401,4137
OG0000816,0.0801039995889842,0.0295654464809469,3.646303696303697,188,3721,3127,3126,3129,3124,3126,3128,3124,3264,1733,99,757,3600,3603,3604,3603,3602,3604,3601,3601,3550,3558,3547,3150,1975,3154,104,2555,524,1979,1854,463,3132,3067,3066,3163,3164,3072,3118,3069,3135,3131,3090,3502,3560,3061,3153,3120,749,3065,99
OG0000817,0.0741611390987148,0.0399565930214295,2.2118174603174605,189,3720,3128,3127,3130,3125,3127,3129,3125,3265,1732,98,758,3601,3604,3605,3604,3603,3605,3602,3602,3551,3559,3548,3151,1974,3155,103,2556,523,1978,1855,462,3133,3068,3067,3164,3165,3073,3119,3070,3136,3132,3091,3503,3561,3062,3154,3121,750,3066,98
OG0000818,0.0623502294699866,0.0428176420799903,1.5241652327059567,190,3719,3129,3128,3131,3126,3128,3130,3126,3266,1731,97,759,3602,3605,3606,3605,3604,3606,3603,3603,3552,3560,3549,3152,1973,3156,102,2557,522,1977,1856,461,3134,3069,3068,3165,3166,3074,3120,3071,3137,3133,3092,3504,3562,3063,3155,3122,751,3067,97
OG0000819,0.0802514521569454,0.0328438030242289,3.482895154953978,192,3653,4029,4025,4029,4015,4019,4027,4429,4306,3899,4325,4250,4870,4871,4874,4873,4871,4874,4872,4871,4822,4833,4819,4037,3690,4233,1549,4171,3458,3387,3260,4308,4014,4229,4227,4674,4245,4179,4241,4185,4219,4287,4175,4674,4734,4166,4233,4241,4167,4228,4286
OG0000820,0.0710892679622372,0.0386745594656191,2.484268707482993,193,3702,3131,3130,3133,3128,3130,3132,3128,3269,1729,94,761,3604,3607,3608,3607,3606,3608,3605,3605,3554,3562,3551,3154,1971,3158,99,2560,519,1974,1859,459,3136,3072,3071,3168,3168,3076,3122,3073,3139,3135,3094,3506,3564,3065,3157,3124,753,3070,95
OG0000821,0.0673878934438972,0.0403831372651661,2.149611273080661,195,3700,3133,3132,3135,3130,3132,3134,3130,3271,1727,92,763,3606,3609,3610,3609,3608,3610,3607,3607,3556,3564,3553,3156,1969,3160,97,2562,517,1972,1861,457,3138,3074,3073,3170,3170,3078,3124,3075,3141,3137,3096,3508,3566,3067,3159,3126,755,3072,93
OG0000822,0.0807588215932313,0.0390113255952909,2.5804567354376133,197,3698,3135,3134,3137,3132,3134,3136,3132,3273,1725,90,765,3608,3611,3612,3611,3610,3612,3609,3609,3558,3566,3555,3158,1967,3162,95,2564,515,1970,1863,455,3140,3076,3075,3172,3172,3080,3126,3077,3143,3139,3098,3510,3568,3069,3161,3128,757,3074,91
OG0000823,0.0784397404467512,0.0337540332387043,2.98886820356121,200,3695,3072,3071,3074,3069,3071,3073,3069,3210,1795,148,703,3536,3539,3540,3539,3538,3540,3537,3537,3486,3494,3483,3095,2030,3102,159,2501,571,2034,1802,520,3077,3011,3009,3109,3112,3021,3060,3018,3083,3072,3038,3440,3497,3010,3101,3062,694,3009,166
OG0000824,0.0859104172964423,0.0278273410341683,3.5767621815319184,201,3694,3071,3070,3073,3068,3070,3072,3068,3209,1796,149,702,3535,3538,3539,3538,3537,3539,3536,3536,3485,3493,3482,3094,2031,3101,160,2500,572,2035,1801,521,3076,3010,3008,3108,3111,3020,3059,3017,3082,3071,3037,3439,3496,3009,3100,3061,693,3008,167
OG0000825,0.0850214447262979,0.0352422276029091,2.81750968049045,202,3693,3054,3053,3056,3051,3053,3055,3051,3193,1814,168,684,3517,3520,3521,3520,3519,3521,3518,3518,3467,3475,3464,3077,2048,3082,177,2484,588,2051,1775,538,3059,2993,2991,3092,3092,3001,3040,2997,3063,3052,3018,3421,3478,2990,3081,3042,676,2991,185
OG0000826,0.0810182121509074,0.0223214531925797,4.5080623947811445,204,3692,3052,3051,3054,3049,3051,3053,3049,3191,1816,170,682,3515,3518,3519,3518,3517,3519,3516,3516,3465,3473,3462,3075,2050,3080,179,2482,590,2053,1773,541,3057,2991,2989,3090,3090,2999,3038,2995,3061,3050,3016,3419,3476,2988,3079,3040,674,2989,187
OG0000827,0.0878522364628319,0.0269849650221489,3.7756282388635327,219,3929,3536,3534,3538,3337,3341,3536,3532,3730,4823,3617,4595,4111,4113,4115,4114,4113,4115,4113,4112,4061,4070,4058,3542,4271,3609,993,4737,4361,4254,4583,3664,3522,3665,3658,3781,3621,3571,3585,3570,3592,3653,3550,3993,4053,3561,3609,3584,4499,3663,4905
OG0000828,0.0858394312152131,0.0287367675504182,4.37003367003367,239,482,2946,2945,2948,2943,2945,2947,2943,3043,1973,282,576,3356,3359,3360,3359,3358,3360,3357,3357,3306,3314,3303,2967,2155,2955,295,2357,738,2184,1655,647,2950,2865,2865,2951,2965,2849,2917,2844,2936,2898,2891,3260,3317,2839,2954,2919,568,2864,350
OG0000829,0.0755517826227931,0.0362350369500627,2.790697496947497,240,483,2947,2946,2949,2944,2946,2948,2944,3044,1972,281,577,3357,3360,3361,3360,3359,3361,3358,3358,3307,3315,3304,2968,2154,2956,294,2358,737,2183,1656,646,2951,2866,2866,2952,2966,2850,2918,2845,2937,2899,2892,3261,3318,2840,2955,2920,569,2865,349
OG0000830,0.0760923333085699,0.0361095625167875,2.7759386446886447,241,484,2948,2947,2950,2945,2947,2949,2945,3045,1971,280,578,3358,3361,3362,3361,3360,3362,3359,3359,3308,3316,3305,2969,2153,2957,293,2359,736,2182,1657,645,2952,2867,2867,2953,2967,2851,2919,2846,2938,2900,2893,3262,3319,2841,2956,2921,570,2866,348
OG0000831,0.0834195469172125,0.0344523697523069,3.3535125254115026,242,486,2949,2948,2951,2946,2948,2950,2946,3046,1970,279,579,3359,3362,3363,3362,3361,3363,3360,3360,3309,3317,3306,2970,2152,2958,292,2360,735,2181,1658,644,2953,2868,2868,2954,2968,2852,2920,2847,2939,2901,2894,3263,3320,2842,2957,2922,571,2867,347
OG0000832,0.0789978373548093,0.0423487561222797,2.18952289697482,243,331,3169,3168,3171,3166,3168,3170,3166,3307,1691,56,800,3642,3645,3646,3645,3644,3646,3643,3643,3592,3600,3589,3193,1933,3195,59,2598,480,1936,1897,421,3175,3109,3109,3206,3205,3113,3159,3110,3176,3173,3131,3544,3602,3102,3194,3161,791,3107,57
OG0000833,0.0830100696966057,0.0264495165262587,4.256073692103104,245,507,2942,2941,2944,2939,2941,2943,2939,3039,1977,286,572,3352,3355,3356,3355,3354,3356,3353,3353,3302,3310,3299,2963,2159,2951,299,2353,742,2188,1651,651,2946,2860,2860,2947,2961,2845,2913,2840,2932,2894,2887,3256,3313,2835,2950,2915,564,2859,354
OG0000834,0.0799270834811187,0.0320012342479858,2.98264652014652,247,508,2940,2939,2942,2937,2939,2941,2937,3037,1979,288,570,3350,3353,3354,3353,3352,3354,3351,3351,3300,3308,3297,2961,2161,2949,301,2351,744,2190,1649,653,2944,2858,2858,2945,2959,2843,2911,2838,2930,2892,2885,3254,3311,2833,2948,2913,562,2857,356
OG0000835,0.0747959348802391,0.0305466826905002,3.0877632783882785,253,510,2935,2934,2937,2932,2934,2936,2932,3032,2007,293,565,3345,3348,3349,3348,3347,3349,3346,3346,3295,3303,3292,2956,2166,2920,306,2346,749,2195,1644,658,2939,2853,2853,2940,2930,2837,2905,2832,2901,2885,2879,3226,3244,2827,2919,2907,557,2852,389
OG0000836,0.0675648083027669,0.0308461177587706,2.8777777777777773,257,513,2931,2930,2933,2928,2930,2932,2928,3028,2011,297,561,3341,3344,3345,3344,3343,3345,3342,3342,3291,3299,3288,2952,2170,2916,310,2342,753,2199,1640,662,2935,2849,2849,2935,2926,2833,2901,2828,2897,2881,2875,3222,3240,2823,2915,2903,553,2848,393
OG0000837,0.0728898499581952,0.0316156127583908,3.3161134004884003,258,514,2930,2929,2932,2927,2929,2931,2927,3027,2012,298,560,3340,3343,3344,3343,3342,3344,3341,3341,3290,3298,3287,2951,2171,2915,311,2341,754,2200,1639,663,2934,2848,2848,2934,2925,2832,2900,2827,2896,2880,2874,3221,3239,2822,2914,2902,552,2847,394
OG0000838,0.0706205730795612,0.0276078067416218,3.430641499023852,259,515,2929,2928,2931,2926,2928,2930,2926,3026,2013,299,559,3339,3342,3343,3342,3341,3343,3340,3340,3289,3297,3286,2950,2172,2914,312,2340,755,2201,1638,664,2933,2847,2847,2933,2924,2831,2899,2826,2895,2879,2873,3220,3238,2821,2913,2901,551,2846,395
OG0000839,0.0741934455225828,0.0329688316163994,2.6928571428571426,260,516,2928,2927,2930,2925,2927,2929,2925,3025,2014,300,558,3338,3341,3342,3341,3340,3342,3339,3339,3288,3296,3285,2949,2173,2913,313,2339,756,2202,1637,665,2932,2846,2846,2932,2923,2830,2898,2825,2894,2878,2872,3219,3237,2820,2912,2900,550,2845,396
OG0000840,0.0760500455929042,0.0352184199569733,2.3423823772381462,262,1393,2926,2925,2928,2923,2925,2927,2923,3023,2016,302,556,3336,3339,3340,3339,3338,3340,3337,3337,3286,3294,3283,2947,2175,2911,315,2337,758,2204,1635,667,2930,2844,2844,2930,2921,2828,2896,2823,2892,2875,2870,3217,3235,2818,2910,2898,548,2843,398
OG0000841,0.0763132363132363,0.0438253638253638,2.260135135135135,270,518,2924,2923,2926,2921,2923,2925,2921,3020,2018,304,554,3334,3337,3338,3337,3336,3338,3335,3335,3284,3292,3281,2945,2177,2909,317,2335,760,2207,1633,669,2928,2842,2842,2928,2919,2826,2894,2821,2890,2873,2868,3215,3233,2816,2908,2896,546,2841,400
OG0000842,0.0764471665445592,0.0344329390116951,2.896709501966969,272,520,2922,2921,2924,2919,2921,2923,2919,3018,2020,306,551,3332,3335,3336,3335,3334,3336,3333,3333,3282,3290,3279,2943,2179,2907,319,2333,762,2209,1631,671,2926,2840,2840,2926,2917,2824,2892,2819,2888,2870,2866,3213,3231,2814,2906,2894,544,2839,402
OG0000843,0.0746387029705522,0.0337774914206843,2.648076789663328,273,521,2921,2920,2923,2918,2920,2922,2918,3017,2021,307,550,3331,3334,3335,3334,3333,3335,3332,3332,3281,3289,3278,2942,2180,2906,320,2332,763,2210,1630,672,2925,2839,2839,2925,2916,2823,2891,2818,2887,2869,2865,3212,3230,2813,2905,2893,543,2838,403
