Orthogroup	Ct_LMG19424.IS.tmp.45428	Pp_PsJN.IS.tmp.45708	Rs_068_2.IS.tmp.45974	Rs_071-2.IS.tmp.46234	Rs_077-080_1.IS.tmp.46490	Rs_095-3.IS.tmp.46746	Rs_102-3.IS.tmp.47027	Rs_115-4.IS.tmp.47283	Rs_144-1.IS.tmp.47548	Rs_AHR56.IS.tmp.47805	Rs_Bs715.IS.tmp.48082	Rs_CFBP2957.IS.tmp.48339	Rs_CIAT_078.IS.tmp.48596	Rs_FJAT1458F1.IS.tmp.48854	Rs_FJAT1458F50.IS.tmp.49132	Rs_FJAT1463F1.IS.tmp.49397	Rs_FJAT1463F50.IS.tmp.49711	Rs_FJAT15249F1.IS.tmp.49968	Rs_FJAT15249F50.IS.tmp.50225	Rs_FJAT15252F1.IS.tmp.50481	Rs_FJAT15252F50.IS.tmp.50741	Rs_FJAT448F1.IS.tmp.50998	Rs_FJAT448F50.IS.tmp.51254	Rs_FJAT454F1.IS.tmp.51509	Rs_IBSBF.IS.tmp.52041	Rs_IBSBF1503.IS.tmp.51785	Rs_KACC.IS.tmp.52297	Rs_MolK2.IS.tmp.52573	Rs_NCSU_Rs32.IS.tmp.52829	Rs_NCSU_Rs45488.IS.tmp.53085	Rs_NCSU_RsMR-FL01.IS.tmp.53341	Rs_P597.IS.tmp.53597	Rs_P673.IS.tmp.53853	Rs_Po82.IS.tmp.54132	Rs_RS_v1.IS.tmp.54648	Rs_RS_v2.IS.tmp.54904	Rs_Rs5.IS.tmp.54388	Rs_SL2064.IS.tmp.55181	Rs_SL2312.IS.tmp.55447	Rs_SL3175.IS.tmp.55703	Rs_T101.IS.tmp.55958	Rs_T11.IS.tmp.56236	Rs_T12.IS.tmp.56492	Rs_T51.IS.tmp.56748	Rs_T60.IS.tmp.57003	Rs_T78.IS.tmp.57259	Rs_T82.IS.tmp.57514	Rs_T95.IS.tmp.57770	Rs_T98.IS.tmp.58026	Rs_UW163.IS.tmp.58287	Rs_UY031.IS.tmp.58564	Rs_Wj644.IS.tmp.58819	Total
OG0000106	0	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	82
OG0000107	0	0	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	82
OG0000108	0	0	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	82
OG0000109	0	0	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	82
OG0000110	0	0	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	82
OG0000111	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	0	0	2	2	2	2	2	1	1	1	0	1	1	1	1	3	2	1	1	0	2	2	3	82
OG0000112	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	0	1	0	4	3	1	1	1	2	1	2	81
OG0000113	0	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	3	2	1	1	0	1	1	1	2	2	1	3	1	1	1	3	1	3	2	2	1	3	2	1	2	2	81
OG0000114	0	0	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	2	3	3	3	2	3	2	1	1	3	2	3	2	1	1	81
OG0000115	0	0	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	81
OG0000116	1	1	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	80
OG0000117	8	15	1	1	1	1	1	1	1	0	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	80
OG0000118	1	7	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	80
OG0000119	0	0	2	2	2	2	2	2	2	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	0	1	0	4	3	1	1	1	1	1	2	80
OG0000120	0	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	0	0	2	1	1	1	1	1	1	1	2	2	1	1	1	2	0	2	80
OG0000121	0	0	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	80
OG0000122	0	0	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	2	2	2	2	3	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1	79
OG0000123	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000124	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000125	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000126	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000127	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000128	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000129	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000130	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	2	1	2	78
OG0000131	0	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	0	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	77
OG0000132	0	0	2	2	2	2	2	2	2	0	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	2	1	2	1	1	0	1	1	1	1	1	1	1	4	4	1	1	1	2	1	2	77
OG0000133	0	0	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	1	1	2	77
OG0000134	0	0	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	3	1	3	2	1	0	2	1	2	2	2	1	2	1	1	1	2	1	2	2	1	1	77
OG0000135	0	0	1	1	1	1	1	1	1	0	3	2	1	3	3	3	3	3	3	3	3	3	3	3	1	1	1	0	0	1	0	1	2	1	1	1	0	1	1	1	1	1	1	1	3	3	1	1	1	1	1	3	77
OG0000136	0	0	1	1	1	1	1	1	1	0	3	2	1	3	3	3	3	3	3	3	3	3	3	3	1	1	1	0	0	2	0	1	2	1	1	1	0	1	1	1	1	1	1	1	3	3	1	1	1	1	1	2	77
OG0000137	0	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	75
OG0000138	0	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	0	3	2	3	0	1	3	1	2	1	1	2	3	0	3	0	3	0	3	0	0	0	3	3	2	1	0	75
OG0000139	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	75
OG0000140	0	3	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	75
OG0000141	0	0	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	75
OG0000142	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	2	74
OG0000143	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	74
OG0000144	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	74
OG0000145	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	74
OG0000146	0	0	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	74
OG0000147	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	13	0	0	0	0	14	0	1	2	1	0	1	0	0	0	1	0	2	0	0	0	74
OG0000148	1	1	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	1	1	3	1	1	1	1	1	1	1	1	3	2	2	1	73
OG0000149	1	1	1	1	1	1	1	1	1	1	2	0	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	73
OG0000150	0	0	2	2	2	2	2	2	2	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	72
OG0000151	0	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	2	0	2	71
OG0000152	0	1	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	71
OG0000153	0	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	3	1	1	2	1	1	1	1	3	1	1	0	1	1	0	1	2	2	1	1	0	1	1	2	71
OG0000154	2	0	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	70
OG0000155	18	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70
OG0000156	9	3	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	69
OG0000157	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	69
OG0000158	0	0	2	2	2	2	2	2	2	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	3	3	3	2	4	2	2	2	3	1	0	4	0	1	0	1	0	0	0	1	4	2	2	0	69
OG0000159	0	4	0	0	0	0	0	0	0	0	1	4	0	1	1	1	1	1	1	1	1	1	1	1	0	0	3	0	0	0	0	4	0	0	0	0	0	3	3	6	3	3	3	3	1	3	3	3	6	0	0	1	68
OG0000160	8	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
OG0000161	1	0	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	68
OG0000162	0	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68
OG0000163	0	0	1	1	1	1	1	1	1	0	2	1	0	2	2	2	2	2	2	2	2	2	2	2	1	1	2	0	2	0	0	1	1	1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	68
OG0000164	0	0	1	1	1	1	1	1	1	0	3	2	1	3	3	3	3	3	3	3	3	3	3	3	1	1	0	1	0	1	0	1	2	1	1	1	0	0	0	1	0	0	0	0	3	3	0	0	1	1	1	2	68
OG0000165	3	3	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	67
OG0000166	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	67
OG0000167	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	67
OG0000168	0	0	1	1	1	1	1	1	1	0	3	2	1	3	3	3	3	3	3	3	3	3	3	3	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	3	3	0	0	1	1	1	3	67
OG0000169	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	66
OG0000170	1	1	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66
OG0000171	0	2	2	2	2	2	2	2	2	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	2	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	3	1	1	66
OG0000172	0	0	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	1	1	1	1	1	1	2	1	1	1	0	0	1	0	0	0	0	2	2	0	0	1	2	1	1	66
OG0000173	0	0	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	66
OG0000174	0	0	1	1	1	1	1	1	1	1	3	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	0	2	1	1	1	1	0	1	0	0	0	0	4	3	0	1	1	1	1	2	66
OG0000175	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	2	2	2	1	1	1	65
OG0000176	1	0	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	65
OG0000177	0	0	2	2	2	2	2	2	2	0	1	0	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	0	0	0	2	1	1	1	1	0	1	1	0	1	1	1	1	2	2	1	1	0	2	1	1	65
OG0000178	0	0	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	65
OG0000179	0	0	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	65
OG0000180	0	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	64
OG0000181	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	64
OG0000182	1	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	64
OG0000183	0	0	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	64
OG0000184	0	0	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	64
OG0000185	0	0	2	2	2	2	2	2	2	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	0	0	0	0	2	2	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	64
OG0000186	0	0	1	1	1	1	1	1	1	4	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	0	0	4	3	4	1	1	1	0	0	4	0	0	0	0	0	0	0	2	2	0	0	0	1	0	2	64
OG0000187	0	0	2	2	2	2	2	2	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	2	0	3	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	1	1	0	0	0	2	2	1	64
OG0000188	18	30	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	63
OG0000189	8	7	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63
OG0000190	1	0	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	0	63
OG0000191	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	3	1	2	1	1	1	2	63
OG0000192	1	0	0	0	0	0	0	0	0	0	1	0	0	4	4	4	4	4	4	4	4	3	3	3	0	0	1	0	2	0	1	1	1	0	1	1	2	1	0	0	0	1	0	1	1	2	0	1	0	0	1	2	63
OG0000193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	63
OG0000194	3	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63
OG0000195	2	1	1	1	1	1	1	1	1	0	2	0	0	3	3	3	3	3	3	3	3	3	3	3	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	2	2	1	1	1	1	0	0	63
OG0000196	0	0	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	63
OG0000197	0	0	0	0	0	0	0	0	0	1	1	2	0	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	2	1	1	1	1	0	1	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	63
OG0000198	1	0	0	0	0	0	0	0	0	1	1	2	0	4	4	4	4	4	4	4	4	3	3	3	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	2	0	1	1	0	0	3	62
OG0000199	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	62
OG0000200	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	62
OG0000201	0	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	0	2	62
OG0000202	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	62
OG0000203	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	2	3	1	1	1	2	1	0	2	2	1	2	3	3	4	2	4	2	1	1	3	2	3	0	2	0	62
OG0000204	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
OG0000205	1	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
OG0000206	7	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
OG0000207	8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
OG0000208	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	61
OG0000209	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	61
OG0000210	1	0	2	2	2	2	2	2	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	61
OG0000211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	61
OG0000212	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	61
OG0000213	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	61
OG0000214	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	61
OG0000215	0	0	1	1	1	1	1	1	1	3	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	2	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	61
OG0000216	12	0	1	1	1	1	1	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	9	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
OG0000217	0	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	2	0	0	0	0	2	2	0	0	2	1	1	2	60
OG0000218	0	3	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60
OG0000219	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	60
OG0000220	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	60
