"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","BHKY","BuffGH_2022","EaSmR","ICMP5845","MDCuke_2022","PSU-1","SCR3"
"rsxA","","Ion-translocating oxidoreductase complex subunit A","7","7","1","4","1731","","","","581","581","581","POCPNIHP_02956","JKPFCNPL_03315","FENHPGCI_01724","PNIFCKEH_04405","JIDLLDEG_02493","EJNDHMEK_00132","MAOBNCNO_02405"
"rplT","","Large ribosomal subunit protein bL20","7","7","1","4","8106","","","","356","356","356","POCPNIHP_03055","JKPFCNPL_03414","FENHPGCI_01659","PNIFCKEH_04294","JIDLLDEG_02404","EJNDHMEK_00226","MAOBNCNO_02316"
"upp_1","","Uracil phosphoribosyltransferase","7","7","1","4","5935","","","","626","626","626","POCPNIHP_03641","JKPFCNPL_04000","FENHPGCI_02470","PNIFCKEH_03593","JIDLLDEG_01754","EJNDHMEK_00814","MAOBNCNO_01752"
"nuoH","","NADH-quinone oxidoreductase subunit H","7","7","1","4","6189","","","","977","977","977","POCPNIHP_03703","JKPFCNPL_04061","FENHPGCI_02307","PNIFCKEH_03512","JIDLLDEG_01695","EJNDHMEK_00876","MAOBNCNO_01693"
"purF","","Amidophosphoribosyltransferase","7","7","1","4","6382","","","","1487","1517","1504","POCPNIHP_03739","JKPFCNPL_04096","FENHPGCI_02339","PNIFCKEH_03477","JIDLLDEG_01667","EJNDHMEK_00908","MAOBNCNO_01665"
"eno","","Enolase","7","7","1","4","3093","","","","1295","1295","1295","POCPNIHP_03920","JKPFCNPL_04276","FENHPGCI_00803","PNIFCKEH_03094","JIDLLDEG_01348","EJNDHMEK_01087","MAOBNCNO_01346"
"yscR","","Virulence protein YscR","7","7","1","4","4006","","","","653","653","653","POCPNIHP_04428","JKPFCNPL_04795","FENHPGCI_00603","PNIFCKEH_02248","JIDLLDEG_00659","EJNDHMEK_02374","MAOBNCNO_00663"
"spaQ_2","","Surface presentation of antigens protein SpaQ","7","7","1","4","4150","","","","260","260","260","POCPNIHP_04429","JKPFCNPL_04796","FENHPGCI_00602","PNIFCKEH_02247","JIDLLDEG_00658","EJNDHMEK_02373","MAOBNCNO_00662"
"ftsZ","","Cell division protein FtsZ","7","7","1","4","3493","","","","1154","1157","1156","POCPNIHP_04468","JKPFCNPL_04836","FENHPGCI_02785","PNIFCKEH_02206","JIDLLDEG_00625","EJNDHMEK_02334","MAOBNCNO_00629"
"rpsT","","Small ribosomal subunit protein bS20","7","7","1","4","9663","","","","263","263","263","POCPNIHP_04534","JKPFCNPL_04902","FENHPGCI_02833","PNIFCKEH_02115","JIDLLDEG_00561","EJNDHMEK_02265","MAOBNCNO_00564"
"arcA","","Aerobic respiration control protein ArcA","7","7","1","4","9675","","","","716","716","716","POCPNIHP_04547","JKPFCNPL_04915","FENHPGCI_02845","PNIFCKEH_02099","JIDLLDEG_00548","EJNDHMEK_02252","MAOBNCNO_00551"
"efp","","Elongation factor P","7","7","1","4","988","","","","566","566","566","POCPNIHP_04697","JKPFCNPL_05065","FENHPGCI_03050","PNIFCKEH_01919","JIDLLDEG_00400","EJNDHMEK_02086","MAOBNCNO_00402"
"metJ","","Met repressor","7","7","1","4","5135","","","","317","317","317","POCPNIHP_05094","JKPFCNPL_00487","FENHPGCI_03345","PNIFCKEH_06585","JIDLLDEG_04270","EJNDHMEK_02658","MAOBNCNO_04167"
"atpA","","ATP synthase subunit alpha","7","7","1","4","10073","","","","1541","1541","1541","POCPNIHP_05419","JKPFCNPL_05505","FENHPGCI_00019","PNIFCKEH_01294","JIDLLDEG_05359","EJNDHMEK_03973","MAOBNCNO_05245"
"group_1000","","hypothetical protein","6","6","1","4","11689","1","1370","","257","257","257","POCPNIHP_02595","JKPFCNPL_03002","","PNIFCKEH_04800","JIDLLDEG_02809","EJNDHMEK_04093","MAOBNCNO_02723"
"group_1002","","hypothetical protein","6","6","1","4","5798","1","8772","","155","245","200","POCPNIHP_05382","JKPFCNPL_05467","","PNIFCKEH_03969","JIDLLDEG_02049","EJNDHMEK_03949","MAOBNCNO_02045"
"group_1011","","hypothetical protein","6","6","1","4","1883","1","1727","","332","1688","1049","POCPNIHP_02879","JKPFCNPL_03288","","PNIFCKEH_04522","JIDLLDEG_02588","EJNDHMEK_00109","MAOBNCNO_02499"
"group_10178","","hypothetical protein","6","6","1","4","1124","1","760","","1124","1142","1133","POCPNIHP_01015","JKPFCNPL_01314","","PNIFCKEH_00119","JIDLLDEG_04388","EJNDHMEK_01320","MAOBNCNO_04285"
"gpmA_1","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","6","6","1","4","11350","1","1455","","458","461","459","POCPNIHP_00864","JKPFCNPL_01164","","PNIFCKEH_00299","JIDLLDEG_04547","EJNDHMEK_01477","MAOBNCNO_04437"
"basS","","Sensor protein BasS","6","6","1","4","11269","22","5","","611","620","617","POCPNIHP_00809","JKPFCNPL_01110","","PNIFCKEH_00367","JIDLLDEG_04603","EJNDHMEK_01529","MAOBNCNO_04493"
"prmA","","Ribosomal protein L11 methyltransferase","6","6","1","4","11175","24","10","","866","881","876","POCPNIHP_00744","JKPFCNPL_01044","","PNIFCKEH_00446","JIDLLDEG_04669","EJNDHMEK_01598","MAOBNCNO_04559"
"envC","","Murein hydrolase activator EnvC","6","6","1","4","1518","1","1992","","1298","1304","1301","POCPNIHP_05139","JKPFCNPL_00442","","PNIFCKEH_00541","JIDLLDEG_04752","EJNDHMEK_02702","MAOBNCNO_04641"
"waaG","","Lipopolysaccharide glucosyltransferase WaaG","6","6","1","4","5064","1","1975","","1133","1139","1134","POCPNIHP_05154","JKPFCNPL_00427","","PNIFCKEH_00558","JIDLLDEG_04767","EJNDHMEK_02717","MAOBNCNO_04656"
"group_1026","","hypothetical protein","6","6","1","4","10557","1","4034","","569","1322","820","POCPNIHP_01331","JKPFCNPL_01633","","PNIFCKEH_06327","JIDLLDEG_01215","EJNDHMEK_03235","MAOBNCNO_03965"
"fadA","","3-ketoacyl-CoA thiolase","6","6","1","4","5231","1","2564","","317","323","321","POCPNIHP_05268","JKPFCNPL_05352","","PNIFCKEH_01078","JIDLLDEG_05190","EJNDHMEK_03843","MAOBNCNO_05076"
"vgrG1","","Type VI secretion system spike protein VgrG1","6","6","1","4","9359","1","3907","","1235","2015","1727","POCPNIHP_01563","JKPFCNPL_01867","","PNIFCKEH_06277","JIDLLDEG_04023","EJNDHMEK_05019","MAOBNCNO_03925"
"outD","","Secretin OutD","6","6","1","4","4662","1","2752","","2189","2201","2195","POCPNIHP_05394","JKPFCNPL_05481","","PNIFCKEH_01403","JIDLLDEG_05454","EJNDHMEK_03963","MAOBNCNO_05338"
"yidI","","Inner membrane protein YidI","6","6","1","4","4550","1","4294","","431","434","433","POCPNIHP_00050","JKPFCNPL_00050","","PNIFCKEH_01453","JIDLLDEG_00024","EJNDHMEK_04836","MAOBNCNO_00025"
"pdeK","","putative cyclic di-GMP phosphodiesterase PdeK","6","6","1","4","5465","1","2310","","2099","2132","2104","POCPNIHP_00153","JKPFCNPL_00157","","PNIFCKEH_01510","JIDLLDEG_00069","EJNDHMEK_02985","MAOBNCNO_00070"
"yadV_1","","putative fimbrial chaperone YadV","6","6","1","4","1371","1","2210","","812","815","813","POCPNIHP_00242","JKPFCNPL_00247","","PNIFCKEH_01605","JIDLLDEG_00151","EJNDHMEK_02900","MAOBNCNO_00152"
"coaA","","Pantothenate kinase","6","6","1","4","2295","1","2158","","947","953","948","POCPNIHP_00284","JKPFCNPL_00289","","PNIFCKEH_01659","JIDLLDEG_00188","EJNDHMEK_02857","MAOBNCNO_00189"
"group_10442","","hypothetical protein","6","6","1","4","4251","1","8067","","512","515","513","POCPNIHP_04362","JKPFCNPL_04728","","PNIFCKEH_02389","JIDLLDEG_00778","EJNDHMEK_02439","MAOBNCNO_00781"
"hcp1_2","","Protein hcp1","6","6","1","4","9313","1","8049","","479","482","480","POCPNIHP_04347","JKPFCNPL_04713","","PNIFCKEH_02408","JIDLLDEG_00793","EJNDHMEK_02455","MAOBNCNO_00796"
"group_1056","","hypothetical protein","6","6","1","4","5516","1","8824","","212","509","360","POCPNIHP_00116","JKPFCNPL_00118","","PNIFCKEH_01335","JIDLLDEG_05392","EJNDHMEK_04769","MAOBNCNO_05276"
"group_1062","","hypothetical protein","6","6","1","4","5441","1","2289","","902","1274","1058","POCPNIHP_00171","JKPFCNPL_00176","","PNIFCKEH_01531","JIDLLDEG_00088","EJNDHMEK_02968","MAOBNCNO_00089"
"group_10651","","hypothetical protein","6","6","1","4","6167","7","45","","542","545","543","POCPNIHP_03687","JKPFCNPL_04045","","PNIFCKEH_03530","JIDLLDEG_01708","EJNDHMEK_00862","MAOBNCNO_01706"
"group_1066","","IS200/IS605 family transposase IS609","6","6","1","4","1126","1","762","","410","803","641","POCPNIHP_01017","JKPFCNPL_01316","","PNIFCKEH_00117","JIDLLDEG_04386","EJNDHMEK_01318","MAOBNCNO_04283"
"moaB","","Molybdenum cofactor biosynthesis protein B","6","6","1","4","9189","1","8524","","515","518","516","POCPNIHP_03478","JKPFCNPL_03838","","PNIFCKEH_03830","JIDLLDEG_01941","EJNDHMEK_00636","MAOBNCNO_01936"
"dnaE","","DNA polymerase III subunit alpha","6","6","1","4","3752","29","6","","833","3482","3040","POCPNIHP_01083","JKPFCNPL_01382","","PNIFCKEH_00023","JIDLLDEG_04320","EJNDHMEK_01254","MAOBNCNO_04217"
"rsxE","","Ion-translocating oxidoreductase complex subunit E","6","6","1","4","1648","3","123","","695","701","698","POCPNIHP_02961","JKPFCNPL_03320","","PNIFCKEH_04399","JIDLLDEG_02488","EJNDHMEK_00137","MAOBNCNO_02400"
"group_1076","","hypothetical protein","6","6","1","4","657","1","6203","","269","2489","1432","POCPNIHP_01299","JKPFCNPL_01601","","PNIFCKEH_02795","JIDLLDEG_00310","EJNDHMEK_04475","MAOBNCNO_00311"
"group_1077","","hypothetical protein","6","6","1","4","645","1","6191","","935","1538","1239","POCPNIHP_01304","JKPFCNPL_01606","","PNIFCKEH_01813","JIDLLDEG_00315","EJNDHMEK_04480","MAOBNCNO_00316"
"yecD","","Isochorismatase family protein YecD","6","6","1","4","3302","1","3409","","554","563","558","POCPNIHP_02415","JKPFCNPL_02819","","PNIFCKEH_04967","JIDLLDEG_02944","EJNDHMEK_04292","MAOBNCNO_02858"
"group_1078","","hypothetical protein","6","6","1","4","2504","1","6195","","581","1259","877","POCPNIHP_04112","JKPFCNPL_04474","","PNIFCKEH_02800","JIDLLDEG_01136","EJNDHMEK_05023","MAOBNCNO_01126"
"group_1079","","IS256 family transposase ISEc39","6","6","1","4","6629","1","1070","","440","497","468","POCPNIHP_01497","JKPFCNPL_01801","","PNIFCKEH_06155","JIDLLDEG_03924","EJNDHMEK_03066","MAOBNCNO_03828"
"group_1080","","IS256 family transposase ISEc39","6","6","1","4","8376","1","9046","","629","860","821","POCPNIHP_03079","JKPFCNPL_03438","","PNIFCKEH_04270","JIDLLDEG_02382","EJNDHMEK_00250","MAOBNCNO_02294"
"group_1083","","IS256 family transposase ISEc39","6","6","1","4","10849","1","3639","","860","860","860","POCPNIHP_04851","JKPFCNPL_05218","","PNIFCKEH_06365","JIDLLDEG_04098","EJNDHMEK_04511","MAOBNCNO_03999"
"group_10892","","hypothetical protein","6","6","1","4","6824","30","2","","1286","1289","1286","POCPNIHP_01978","JKPFCNPL_02333","","PNIFCKEH_05550","JIDLLDEG_03423","EJNDHMEK_04889","MAOBNCNO_03332"
"bcr","","Bicyclomycin resistance protein","6","6","1","4","7435","1","7582","","1184","1196","1192","POCPNIHP_01585","JKPFCNPL_01889","","PNIFCKEH_06031","JIDLLDEG_03828","EJNDHMEK_04756","MAOBNCNO_03734"
"group_1097","","hypothetical protein","6","6","1","4","7833","1","593","","401","413","407","POCPNIHP_02153","JKPFCNPL_02557","","PNIFCKEH_05288","JIDLLDEG_03200","EJNDHMEK_03651","MAOBNCNO_03118"
"glrK","","Sensor histidine kinase GlrK","6","6","1","4","6453","1","1084","","1433","1436","1433","POCPNIHP_01515","JKPFCNPL_01819","","PNIFCKEH_06128","JIDLLDEG_03904","EJNDHMEK_03049","MAOBNCNO_03808"
"htpG","","Chaperone protein HtpG","6","6","1","4","6615","1","1056","","1877","1880","1878","POCPNIHP_01486","JKPFCNPL_01790","","PNIFCKEH_06169","JIDLLDEG_03936","EJNDHMEK_03078","MAOBNCNO_03839"
"group_11005","","hypothetical protein","6","6","1","4","10880","1","3604","","455","461","457","POCPNIHP_04877","JKPFCNPL_05244","","PNIFCKEH_06399","JIDLLDEG_04125","EJNDHMEK_04539","MAOBNCNO_04026"
"putA","","Bifunctional protein PutA","6","6","1","4","3395","1","3494","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","173","3944","2325","POCPNIHP_02359","JKPFCNPL_02763","","PNIFCKEH_05046","JIDLLDEG_03007","EJNDHMEK_04348","MAOBNCNO_02921"
"group_1110","","hypothetical protein","6","6","1","4","1775","1","1686","","347","713","516","POCPNIHP_02948","JKPFCNPL_03306","","PNIFCKEH_04605","JIDLLDEG_02658","EJNDHMEK_00129","MAOBNCNO_02569"
"mltF_1","","Membrane-bound lytic murein transglycosylase F","6","6","1","4","6307","1","4949","","722","728","724","POCPNIHP_01409","JKPFCNPL_01711","","PNIFCKEH_03418","JIDLLDEG_01622","EJNDHMEK_03158","MAOBNCNO_01619"
"rlmD_1","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","6","6","1","4","2816","1","2843","","497","1337","833","POCPNIHP_03925","JKPFCNPL_04281","","PNIFCKEH_03089","JIDLLDEG_01343","EJNDHMEK_01092","MAOBNCNO_01341"
"group_1133","","hypothetical protein","6","6","1","4","10241","1","4542","","521","3800","2822","POCPNIHP_04737","JKPFCNPL_05105","","PNIFCKEH_02729","JIDLLDEG_01077","EJNDHMEK_02045","MAOBNCNO_01068"
"trg_2","","Methyl-accepting chemotaxis protein III","6","6","1","4","9745","1","5120","","455","464","456","POCPNIHP_03157","JKPFCNPL_03517","","PNIFCKEH_04188","JIDLLDEG_02229","EJNDHMEK_00319","MAOBNCNO_02224"
"glnE","","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","6","6","1","4","10783","1","3659","","1241","2954","2634","POCPNIHP_00910","JKPFCNPL_01211","","PNIFCKEH_00230","JIDLLDEG_04486","EJNDHMEK_01434","MAOBNCNO_04385"
"diaA","","DnaA initiator-associating protein DiaA","6","6","1","4","904","1","6758","","590","599","591","POCPNIHP_04633","JKPFCNPL_05000","","PNIFCKEH_01998","JIDLLDEG_00466","EJNDHMEK_02163","MAOBNCNO_00468"
"group_11608","","hypothetical protein","6","6","1","4","10508","1","4445","","761","773","763","POCPNIHP_00019","JKPFCNPL_00019","","PNIFCKEH_01279","JIDLLDEG_05348","EJNDHMEK_04004","MAOBNCNO_05231"
"group_1164","","hypothetical protein","6","6","1","4","2107","1","7598","","713","2144","1487","POCPNIHP_01601","JKPFCNPL_01906","","PNIFCKEH_06014","JIDLLDEG_03815","EJNDHMEK_04743","MAOBNCNO_03721"
"group_1165","","hypothetical protein","6","6","1","4","92","1","7915","","410","410","410","POCPNIHP_01783","JKPFCNPL_02091","","PNIFCKEH_05791","JIDLLDEG_03610","EJNDHMEK_03339","MAOBNCNO_03526"
"wecA","","Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase","6","6","1","4","5292","1","2501","","1064","1079","1066","POCPNIHP_05326","JKPFCNPL_05410","","PNIFCKEH_01152","JIDLLDEG_05250","EJNDHMEK_03902","MAOBNCNO_05135"
"group_1172","","IS21 family transposase ISVch3","6","6","1","4","1891","1","1739","","188","488","338","POCPNIHP_02874","JKPFCNPL_03283","","PNIFCKEH_04511","JIDLLDEG_02580","EJNDHMEK_00104","MAOBNCNO_02493"
"flhA","","Flagellar biosynthesis protein FlhA","6","6","1","4","3316","1","3424","","1010","2081","1902","POCPNIHP_02401","JKPFCNPL_02805","","PNIFCKEH_04981","JIDLLDEG_02958","EJNDHMEK_04306","MAOBNCNO_02872"
"group_11775","","hypothetical protein","6","6","1","4","8516","1","5212","","371","371","371","POCPNIHP_05019","JKPFCNPL_00564","","PNIFCKEH_05382","JIDLLDEG_02291","EJNDHMEK_02589","MAOBNCNO_03192"
"group_11817","","hypothetical protein","6","6","1","4","8514","1","5210","","467","467","467","POCPNIHP_05017","JKPFCNPL_00566","","PNIFCKEH_05380","JIDLLDEG_02293","EJNDHMEK_02587","MAOBNCNO_03190"
"group_1182","","Tn3 family transposase TnEc1","6","6","1","4","1748","1","1653","","1400","2888","2088","POCPNIHP_02741","JKPFCNPL_03148","","PNIFCKEH_04632","JIDLLDEG_02677","EJNDHMEK_04220","MAOBNCNO_02590"
"group_11834","","hypothetical protein","6","6","1","4","8515","1","5211","","302","302","302","POCPNIHP_05018","JKPFCNPL_00565","","PNIFCKEH_05381","JIDLLDEG_02292","EJNDHMEK_02588","MAOBNCNO_03191"
"group_11839","","hypothetical protein","6","6","1","4","2588","1","6138","","545","545","545","POCPNIHP_02487","JKPFCNPL_02289","","PNIFCKEH_01856","JIDLLDEG_00346","EJNDHMEK_05002","MAOBNCNO_00350"
"rpsA","","Small ribosomal subunit protein bS1","6","6","1","4","10460","1","4822","","695","1757","1556","POCPNIHP_03339","JKPFCNPL_03699","","PNIFCKEH_04010","JIDLLDEG_02081","EJNDHMEK_00483","MAOBNCNO_02077"
"group_11888","","hypothetical protein","6","6","1","4","10946","1","822","","335","335","335","POCPNIHP_04913","JKPFCNPL_05281","","PNIFCKEH_06455","JIDLLDEG_04171","EJNDHMEK_03778","MAOBNCNO_04071"
"group_1190","","hypothetical protein","6","6","1","4","10445","1","4805","","1040","3329","2947","POCPNIHP_03351","JKPFCNPL_03711","","PNIFCKEH_03992","JIDLLDEG_02069","EJNDHMEK_00495","MAOBNCNO_02065"
"group_11908","","hypothetical protein","6","6","1","4","6718","1","92","","143","143","143","POCPNIHP_01999","JKPFCNPL_02354","","PNIFCKEH_05480","JIDLLDEG_03364","EJNDHMEK_04868","MAOBNCNO_03272"
"group_11909","","hypothetical protein","6","6","1","4","2591","1","6141","","524","524","524","POCPNIHP_02490","JKPFCNPL_02292","","PNIFCKEH_01853","JIDLLDEG_00343","EJNDHMEK_05005","MAOBNCNO_00347"
"dinG","","ATP-dependent DNA helicase DinG","6","6","1","4","5654","1","8587","","998","2165","1877","POCPNIHP_03425","JKPFCNPL_03785","","PNIFCKEH_03897","JIDLLDEG_01992","EJNDHMEK_00582","MAOBNCNO_01987"
"group_11971","","hypothetical protein","6","6","1","4","10560","1","3992","","572","572","572","POCPNIHP_01334","JKPFCNPL_01636","","PNIFCKEH_06330","JIDLLDEG_01218","EJNDHMEK_03232","MAOBNCNO_03968"
"tfaE_1","","Prophage tail fiber assembly protein TfaE","6","6","1","4","2575","1","6129","","596","596","596","POCPNIHP_02478","JKPFCNPL_02389","","PNIFCKEH_01866","JIDLLDEG_00355","EJNDHMEK_04993","MAOBNCNO_00359"
"group_11991","","hypothetical protein","6","6","1","4","2110","1","7600","","212","212","212","POCPNIHP_01603","JKPFCNPL_01908","","PNIFCKEH_06012","JIDLLDEG_03813","EJNDHMEK_04741","MAOBNCNO_03719"
"group_12","","hypothetical protein","6","6","1","4","9808","1","4756","","266","527","374","POCPNIHP_03269","JKPFCNPL_03628","","PNIFCKEH_04070","JIDLLDEG_02127","EJNDHMEK_00428","MAOBNCNO_02124"
"group_1207","","hypothetical protein","6","6","1","4","9318","1","8039","","1097","2027","1811","POCPNIHP_04343","JKPFCNPL_04709","","PNIFCKEH_02414","JIDLLDEG_00797","EJNDHMEK_02458","MAOBNCNO_00800"
"group_12151","","hypothetical protein","6","6","1","4","10566","1","3986","","299","299","299","POCPNIHP_01340","JKPFCNPL_01642","","PNIFCKEH_06336","JIDLLDEG_01224","EJNDHMEK_03226","MAOBNCNO_03974"
"group_12164","","hypothetical protein","6","6","1","4","2589","1","6139","","302","302","302","POCPNIHP_02488","JKPFCNPL_02290","","PNIFCKEH_01855","JIDLLDEG_00345","EJNDHMEK_05003","MAOBNCNO_00349"
"group_12196","","hypothetical protein","6","6","1","4","2108","1","7599","","677","677","677","POCPNIHP_01602","JKPFCNPL_01907","","PNIFCKEH_06013","JIDLLDEG_03814","EJNDHMEK_04742","MAOBNCNO_03720"
"group_12252","","hypothetical protein","6","6","1","4","2590","1","6140","","200","200","200","POCPNIHP_02489","JKPFCNPL_02291","","PNIFCKEH_01854","JIDLLDEG_00344","EJNDHMEK_05004","MAOBNCNO_00348"
"group_12284","","hypothetical protein","6","6","1","4","12692","1","7156","","131","131","131","POCPNIHP_05041","JKPFCNPL_00541","","PNIFCKEH_03257","JIDLLDEG_01479","EJNDHMEK_02613","MAOBNCNO_01478"
"group_12295","","hypothetical protein","6","6","1","4","9358","1","3910","","419","419","419","POCPNIHP_01564","JKPFCNPL_01868","","PNIFCKEH_06278","JIDLLDEG_04025","EJNDHMEK_05021","MAOBNCNO_03926"
"group_12399","","hypothetical protein","6","6","1","4","2592","1","6144","","857","857","857","POCPNIHP_02491","JKPFCNPL_02293","","PNIFCKEH_01852","JIDLLDEG_00342","EJNDHMEK_05006","MAOBNCNO_00346"
"group_12406","","IS110 family transposase IS884","6","6","1","4","2943","1","6948","","320","320","320","POCPNIHP_03828","JKPFCNPL_04186","","PNIFCKEH_03206","JIDLLDEG_01432","EJNDHMEK_00995","MAOBNCNO_01431"
"group_12408","","hypothetical protein","6","6","1","4","166","1","7707","","443","443","443","POCPNIHP_01731","JKPFCNPL_02039","","PNIFCKEH_05856","JIDLLDEG_03670","EJNDHMEK_03297","MAOBNCNO_03585"
"group_12429","","hypothetical protein","6","6","1","4","2579","1","6133","","368","368","368","POCPNIHP_02482","JKPFCNPL_02393","","PNIFCKEH_01861","JIDLLDEG_00351","EJNDHMEK_04997","MAOBNCNO_00355"
"group_12445","","hypothetical protein","6","6","1","4","10565","1","3987","","233","233","233","POCPNIHP_01339","JKPFCNPL_01641","","PNIFCKEH_06335","JIDLLDEG_01223","EJNDHMEK_03227","MAOBNCNO_03973"
"group_12467","","hypothetical protein","6","6","1","4","490","1","5747","","260","260","260","POCPNIHP_04126","JKPFCNPL_04488","","PNIFCKEH_02666","JIDLLDEG_01020","EJNDHMEK_03513","MAOBNCNO_01022"
"group_12501","","hypothetical protein","6","6","1","4","7803","1","307","","242","242","242","POCPNIHP_00494","JKPFCNPL_00791","","PNIFCKEH_00861","JIDLLDEG_05012","EJNDHMEK_01846","MAOBNCNO_04900"
"group_12521","","hypothetical protein","6","6","1","4","12669","1","7136","","305","305","305","POCPNIHP_05032","JKPFCNPL_00550","","PNIFCKEH_05187","JIDLLDEG_03115","EJNDHMEK_02602","MAOBNCNO_03031"
"group_12522","","hypothetical protein","6","6","1","4","2935","1","6950","","377","377","377","POCPNIHP_03827","JKPFCNPL_04185","","PNIFCKEH_03208","JIDLLDEG_01433","EJNDHMEK_00993","MAOBNCNO_01432"
"group_12524","","hypothetical protein","6","6","1","4","10567","1","3985","","506","506","506","POCPNIHP_01341","JKPFCNPL_01643","","PNIFCKEH_06337","JIDLLDEG_01225","EJNDHMEK_03225","MAOBNCNO_03975"
"group_12549","","hypothetical protein","6","6","1","4","10563","1","3989","","224","224","224","POCPNIHP_01337","JKPFCNPL_01639","","PNIFCKEH_06333","JIDLLDEG_01221","EJNDHMEK_03229","MAOBNCNO_03971"
"group_12583","","hypothetical protein","6","6","1","4","1096","1","3744","","350","350","350","POCPNIHP_01009","JKPFCNPL_01309","","PNIFCKEH_00126","JIDLLDEG_04394","EJNDHMEK_01327","MAOBNCNO_04291"
"group_12596","","hypothetical protein","6","6","1","4","10620","1","3983","","440","440","440","POCPNIHP_01342","JKPFCNPL_01644","","PNIFCKEH_06338","JIDLLDEG_01226","EJNDHMEK_03223","MAOBNCNO_03976"
