strain,gene,start,end,type
BuffGH_2022,JKPFCNPL_00466,438004,438330,accessory
BuffGH_2022,JKPFCNPL_00467,438407,438769,accessory
BuffGH_2022,JKPFCNPL_00468,438822,439475,accessory
BuffGH_2022,JKPFCNPL_00469,439513,441102,accessory
BuffGH_2022,JKPFCNPL_00470,441673,442440,accessory
BuffGH_2022,JKPFCNPL_00471,442561,443154,accessory
BuffGH_2022,JKPFCNPL_00472,443245,443475,accessory
BuffGH_2022,JKPFCNPL_00473,443490,443660,accessory
BuffGH_2022,JKPFCNPL_00474,443661,444407,accessory
BuffGH_2022,JKPFCNPL_00475,444591,445601,accessory
BuffGH_2022,JKPFCNPL_00476,445698,447212,accessory
BuffGH_2022,JKPFCNPL_00477,447245,448093,accessory
BuffGH_2022,JKPFCNPL_00478,448529,448768,accessory
BuffGH_2022,JKPFCNPL_00479,449449,449934,accessory
BuffGH_2022,JKPFCNPL_00480,450041,450970,accessory
BuffGH_2022,JKPFCNPL_00481,451259,452590,accessory
BuffGH_2022,JKPFCNPL_00482,452601,453131,core
BuffGH_2022,JKPFCNPL_00483,453226,454119,accessory
BuffGH_2022,JKPFCNPL_00484,454291,455328,accessory
BuffGH_2022,JKPFCNPL_00485,455530,457728,accessory
BuffGH_2022,JKPFCNPL_00486,457945,458160,accessory
BuffGH_2022,JKPFCNPL_00487,458725,459042,core
BuffGH_2022,JKPFCNPL_00488,459286,460446,accessory
BuffGH_2022,JKPFCNPL_00489,460449,462878,accessory
BuffGH_2022,JKPFCNPL_00490,463092,463988,accessory
BuffGH_2022,JKPFCNPL_00491,464401,467052,accessory
BuffGH_2022,JKPFCNPL_00492,467418,468569,accessory
BuffGH_2022,JKPFCNPL_00493,468763,469767,accessory
BuffGH_2022,JKPFCNPL_00494,469783,470559,accessory
BuffGH_2022,JKPFCNPL_00495,470579,471793,core
BuffGH_2022,JKPFCNPL_00496,471878,473251,accessory
BuffGH_2022,JKPFCNPL_00497,473198,473305,accessory
BuffGH_2022,JKPFCNPL_00498,473354,473491,accessory
BuffGH_2022,JKPFCNPL_00499,473606,474043,accessory
BuffGH_2022,JKPFCNPL_00500,474254,475156,accessory
BuffGH_2022,JKPFCNPL_00501,475153,476553,accessory
BuffGH_2022,JKPFCNPL_00502,476681,476791,accessory
BuffGH_2022,JKPFCNPL_00503,476746,477381,accessory
BuffGH_2022,JKPFCNPL_00504,477530,478738,accessory
BuffGH_2022,JKPFCNPL_00505,479124,479672,accessory
BuffGH_2022,JKPFCNPL_00506,479828,480067,accessory
BuffGH_2022,JKPFCNPL_00507,480069,480857,accessory
BuffGH_2022,JKPFCNPL_00508,480857,481030,accessory
BuffGH_2022,JKPFCNPL_00509,481169,481396,accessory
BuffGH_2022,JKPFCNPL_00510,481386,482012,accessory
BuffGH_2022,JKPFCNPL_00511,482016,482402,accessory
BuffGH_2022,JKPFCNPL_00512,482491,483540,accessory
BuffGH_2022,JKPFCNPL_00513,483568,483834,accessory
BuffGH_2022,JKPFCNPL_00514,483998,484147,accessory
BuffGH_2022,JKPFCNPL_00515,484394,485494,accessory
BuffGH_2022,JKPFCNPL_00516,486258,487124,accessory
BuffGH_2022,JKPFCNPL_00521,492756,493793,accessory
BuffGH_2022,JKPFCNPL_00522,493790,494758,accessory
BuffGH_2022,JKPFCNPL_00523,495241,495519,accessory
BuffGH_2022,JKPFCNPL_00524,495861,498044,accessory
BuffGH_2022,JKPFCNPL_00525,498379,499731,accessory
BuffGH_2022,JKPFCNPL_00526,499890,500957,accessory
BuffGH_2022,JKPFCNPL_00527,500932,501177,accessory
BuffGH_2022,JKPFCNPL_00528,501207,501461,accessory
BuffGH_2022,JKPFCNPL_00529,501410,501622,accessory
BuffGH_2022,JKPFCNPL_00530,501606,501971,accessory
BuffGH_2022,JKPFCNPL_00531,501968,502189,accessory
BuffGH_2022,JKPFCNPL_00532,502186,502455,accessory
BuffGH_2022,JKPFCNPL_00533,502554,502988,accessory
BuffGH_2022,JKPFCNPL_00534,503324,503548,accessory
BuffGH_2022,JKPFCNPL_00535,503541,504458,accessory
BuffGH_2022,JKPFCNPL_00536,504455,505036,accessory
BuffGH_2022,JKPFCNPL_00537,505046,505315,accessory
BuffGH_2022,JKPFCNPL_00538,505336,505971,accessory
BuffGH_2022,JKPFCNPL_00539,505980,506159,accessory
BuffGH_2022,JKPFCNPL_00540,506159,506284,accessory
BuffGH_2022,JKPFCNPL_00541,506284,506415,accessory
BuffGH_2022,JKPFCNPL_00542,506427,506918,accessory
BuffGH_2022,JKPFCNPL_00543,507353,507583,accessory
BuffGH_2022,JKPFCNPL_00544,507585,507920,accessory
BuffGH_2022,JKPFCNPL_00545,508289,508462,accessory
BuffGH_2022,JKPFCNPL_00546,508497,509003,accessory
BuffGH_2022,JKPFCNPL_00547,509000,510040,accessory
BuffGH_2022,JKPFCNPL_00548,510263,510895,accessory
BuffGH_2022,JKPFCNPL_00549,511031,511258,accessory
BuffGH_2022,JKPFCNPL_00550,511394,511699,accessory
BuffGH_2022,JKPFCNPL_00551,511718,512419,accessory
BuffGH_2022,JKPFCNPL_00552,512416,512778,accessory
BuffGH_2022,JKPFCNPL_00553,512759,513478,accessory
BuffGH_2022,JKPFCNPL_00554,513475,514236,accessory
BuffGH_2022,JKPFCNPL_00555,514238,514429,accessory
BuffGH_2022,JKPFCNPL_00556,514411,514719,accessory
BuffGH_2022,JKPFCNPL_00557,514775,515044,accessory
BuffGH_2022,JKPFCNPL_00558,515041,515313,accessory
BuffGH_2022,JKPFCNPL_00559,515310,515552,accessory
BuffGH_2022,JKPFCNPL_00560,515521,515979,accessory
BuffGH_2022,JKPFCNPL_00561,516177,516566,accessory
BuffGH_2022,JKPFCNPL_00562,516688,516894,accessory
BuffGH_2022,JKPFCNPL_00563,517222,517974,accessory
BuffGH_2022,JKPFCNPL_00564,518413,518784,accessory
BuffGH_2022,JKPFCNPL_00565,518781,519083,accessory
BuffGH_2022,JKPFCNPL_00566,519080,519547,accessory
BuffGH_2022,JKPFCNPL_00567,519544,519888,accessory
BuffGH_2022,JKPFCNPL_00568,519885,520166,accessory
BuffGH_2022,JKPFCNPL_00569,520311,520421,accessory
BuffGH_2022,JKPFCNPL_00570,520599,520790,accessory
BuffGH_2022,JKPFCNPL_00571,520999,521277,accessory
BuffGH_2022,JKPFCNPL_00572,521415,521942,accessory
BuffGH_2022,JKPFCNPL_00573,522165,523298,accessory
BuffGH_2022,JKPFCNPL_00574,523295,524716,accessory
BuffGH_2022,JKPFCNPL_00575,524673,525464,accessory
BuffGH_2022,JKPFCNPL_00576,525529,526638,accessory
BuffGH_2022,JKPFCNPL_00577,526640,527128,accessory
BuffGH_2022,JKPFCNPL_00578,527128,528153,accessory
BuffGH_2022,JKPFCNPL_00579,528156,528482,accessory
BuffGH_2022,JKPFCNPL_00580,528483,528878,accessory
BuffGH_2022,JKPFCNPL_00581,528881,529351,accessory
BuffGH_2022,JKPFCNPL_00582,529329,529700,accessory
BuffGH_2022,JKPFCNPL_00583,529697,530215,accessory
BuffGH_2022,JKPFCNPL_00584,530212,531696,accessory
BuffGH_2022,JKPFCNPL_00585,531707,532141,accessory
BuffGH_2022,JKPFCNPL_00586,532141,532545,accessory
BuffGH_2022,JKPFCNPL_00587,532760,534580,accessory
BuffGH_2022,JKPFCNPL_00588,534685,535725,accessory
BuffGH_2022,JKPFCNPL_00589,535790,536209,accessory
BuffGH_2022,JKPFCNPL_00590,536236,536580,accessory
BuffGH_2022,JKPFCNPL_00591,536806,537234,accessory
BuffGH_2022,JKPFCNPL_00592,537366,537533,accessory
BuffGH_2022,JKPFCNPL_00593,537607,538245,accessory
BuffGH_2022,JKPFCNPL_00594,538325,539113,accessory
BuffGH_2022,JKPFCNPL_00595,539113,539385,accessory
BuffGH_2022,JKPFCNPL_00596,539462,540274,accessory
BuffGH_2022,JKPFCNPL_00597,540275,540580,accessory
BuffGH_2022,JKPFCNPL_00598,540570,541418,accessory
BuffGH_2022,JKPFCNPL_00599,541411,542121,accessory
BuffGH_2022,JKPFCNPL_00600,542118,542477,accessory
BuffGH_2022,JKPFCNPL_00601,542474,543706,accessory
BuffGH_2022,JKPFCNPL_00602,543703,544344,accessory
BuffGH_2022,JKPFCNPL_00603,544345,545670,accessory
BuffGH_2022,JKPFCNPL_00604,545670,546146,accessory
BuffGH_2022,JKPFCNPL_00605,546447,547361,accessory
BuffGH_2022,JKPFCNPL_00606,547401,548243,accessory
BuffGH_2022,JKPFCNPL_00607,548655,549305,accessory
BuffGH_2022,JKPFCNPL_00608,549607,549867,accessory
BuffGH_2022,JKPFCNPL_00609,550022,552070,accessory
BuffGH_2022,JKPFCNPL_00610,552067,552822,accessory
BuffGH_2022,JKPFCNPL_00611,553028,553462,accessory
BuffGH_2022,JKPFCNPL_00612,554086,555624,accessory
BuffGH_2022,JKPFCNPL_00613,555810,556994,accessory
BuffGH_2022,JKPFCNPL_00614,557471,557683,accessory
BuffGH_2022,JKPFCNPL_00615,558227,558355,accessory
BuffGH_2022,JKPFCNPL_00616,558864,559367,accessory
BuffGH_2022,JKPFCNPL_00617,560209,562989,accessory
BuffGH_2022,JKPFCNPL_00618,563077,564129,accessory
BuffGH_2022,JKPFCNPL_00619,564912,568286,accessory
BuffGH_2022,JKPFCNPL_00620,568485,570617,accessory
BuffGH_2022,JKPFCNPL_00621,570630,571733,accessory
BuffGH_2022,JKPFCNPL_00622,571818,573323,accessory
BuffGH_2022,JKPFCNPL_00623,573710,574045,accessory
BuffGH_2022,JKPFCNPL_00624,573936,574235,accessory
BuffGH_2022,JKPFCNPL_00625,574246,574563,accessory
BuffGH_2022,JKPFCNPL_00626,574594,575310,accessory
BuffGH_2022,JKPFCNPL_00627,576090,576233,accessory
BuffGH_2022,JKPFCNPL_00628,576236,577072,accessory
BuffGH_2022,JKPFCNPL_00629,577069,577245,accessory
BuffGH_2022,JKPFCNPL_00630,577422,578075,accessory
BuffGH_2022,JKPFCNPL_00631,578151,578348,accessory
BuffGH_2022,JKPFCNPL_00632,578486,579526,accessory
BuffGH_2022,JKPFCNPL_00633,579696,580067,accessory
BuffGH_2022,JKPFCNPL_00634,580187,581509,accessory
BuffGH_2022,JKPFCNPL_00635,581917,582546,accessory
BuffGH_2022,JKPFCNPL_00636,582684,582890,accessory
BuffGH_2022,JKPFCNPL_00637,582894,585050,accessory
BuffGH_2022,JKPFCNPL_00638,585378,586112,accessory
BuffGH_2022,JKPFCNPL_00639,586187,586612,accessory
BuffGH_2022,JKPFCNPL_00640,586990,587298,accessory
BuffGH_2022,JKPFCNPL_00641,587288,587827,accessory
BuffGH_2022,JKPFCNPL_00642,587824,588249,accessory
BuffGH_2022,JKPFCNPL_00643,588246,588680,accessory
BuffGH_2022,JKPFCNPL_00644,588735,589505,accessory
BuffGH_2022,JKPFCNPL_00645,589518,589943,accessory
BuffGH_2022,JKPFCNPL_00646,589962,590216,accessory
BuffGH_2022,JKPFCNPL_00647,590222,590704,accessory
BuffGH_2022,JKPFCNPL_00648,590688,592181,accessory
BuffGH_2022,JKPFCNPL_00649,592181,592942,accessory
BuffGH_2022,JKPFCNPL_00650,592974,594296,accessory
BuffGH_2022,JKPFCNPL_00651,594310,594933,accessory
BuffGH_2022,JKPFCNPL_00652,594917,595216,accessory
BuffGH_2022,JKPFCNPL_00653,595228,596523,accessory
BuffGH_2022,JKPFCNPL_00654,596565,596915,accessory
BuffGH_2022,JKPFCNPL_00655,596899,597384,accessory
BuffGH_2022,JKPFCNPL_00656,597356,598885,accessory
BuffGH_2022,JKPFCNPL_00657,599125,599619,accessory
BuffGH_2022,JKPFCNPL_00658,599622,599984,accessory
BuffGH_2022,JKPFCNPL_00659,599986,600570,accessory
BuffGH_2022,JKPFCNPL_00660,600570,601859,accessory
BuffGH_2022,JKPFCNPL_00661,601859,603985,accessory
BuffGH_2022,JKPFCNPL_00662,603986,604204,accessory
BuffGH_2022,JKPFCNPL_00663,604700,605497,accessory
BuffGH_2022,JKPFCNPL_00664,605494,605754,accessory
BuffGH_2022,JKPFCNPL_00665,605845,607116,accessory
BuffGH_2022,JKPFCNPL_00666,607146,607472,accessory
BuffGH_2022,JKPFCNPL_00667,607466,607912,accessory
BuffGH_2022,JKPFCNPL_00668,607978,609075,accessory
BuffGH_2022,JKPFCNPL_00669,609165,610214,accessory
BuffGH_2022,JKPFCNPL_00670,611068,611571,accessory
BuffGH_2022,JKPFCNPL_00671,612293,612502,accessory
BuffGH_2022,JKPFCNPL_00672,612746,613726,accessory
BuffGH_2022,JKPFCNPL_00673,613828,615243,accessory
BuffGH_2022,JKPFCNPL_00674,615530,616033,accessory
BuffGH_2022,JKPFCNPL_00675,616311,616811,accessory
BuffGH_2022,JKPFCNPL_00676,616963,618882,accessory
BuffGH_2022,JKPFCNPL_00677,619788,620366,accessory
BuffGH_2022,JKPFCNPL_00678,620745,621122,accessory
BuffGH_2022,JKPFCNPL_00679,621126,621257,accessory
BuffGH_2022,JKPFCNPL_00680,621301,622509,accessory
BuffGH_2022,JKPFCNPL_00681,622923,623222,accessory
BuffGH_2022,JKPFCNPL_00682,623366,623560,accessory
BuffGH_2022,JKPFCNPL_00683,623838,624890,accessory
BuffGH_2022,JKPFCNPL_00684,625253,628078,accessory
BuffGH_2022,JKPFCNPL_00685,628381,628917,accessory
BuffGH_2022,JKPFCNPL_00686,629481,630065,accessory
BuffGH_2022,JKPFCNPL_00687,630076,630591,accessory
BuffGH_2022,JKPFCNPL_00688,630702,630836,accessory
BuffGH_2022,JKPFCNPL_00689,630820,631911,accessory
BuffGH_2022,JKPFCNPL_00690,631996,632598,accessory
BuffGH_2022,JKPFCNPL_00691,632633,633208,accessory
BuffGH_2022,JKPFCNPL_00692,633979,635019,accessory
BuffGH_2022,JKPFCNPL_00693,635114,635905,accessory
BuffGH_2022,JKPFCNPL_00694,635983,636114,accessory
BuffGH_2022,JKPFCNPL_00695,636543,636737,accessory
BuffGH_2022,JKPFCNPL_00696,636762,637190,accessory
BuffGH_2022,JKPFCNPL_00697,637346,637543,accessory
BuffGH_2022,JKPFCNPL_00698,637639,638127,accessory
BuffGH_2022,JKPFCNPL_00699,638405,638851,accessory
BuffGH_2022,JKPFCNPL_00700,639541,639699,accessory
BuffGH_2022,JKPFCNPL_00701,640047,640232,accessory
BuffGH_2022,JKPFCNPL_00702,640430,640747,accessory
BuffGH_2022,JKPFCNPL_00703,640778,641494,accessory
BuffGH_2022,JKPFCNPL_00704,643516,643911,accessory
BuffGH_2022,JKPFCNPL_00705,644426,645697,accessory
BuffGH_2022,JKPFCNPL_00706,645691,646644,accessory
BuffGH_2022,JKPFCNPL_00707,646696,646830,accessory
BuffGH_2022,JKPFCNPL_00708,647237,647581,accessory
BuffGH_2022,JKPFCNPL_00709,647939,648172,accessory
BuffGH_2022,JKPFCNPL_00710,648216,648878,accessory
BuffGH_2022,JKPFCNPL_00711,649102,650451,accessory
BuffGH_2022,JKPFCNPL_00712,650623,652272,accessory
BuffGH_2022,JKPFCNPL_00713,652336,652758,accessory
BuffGH_2022,JKPFCNPL_00714,652820,653119,accessory
BuffGH_2022,JKPFCNPL_00715,653088,653240,accessory
BuffGH_2022,JKPFCNPL_00716,653340,653564,accessory
BuffGH_2022,JKPFCNPL_00717,653641,653925,accessory
BuffGH_2022,JKPFCNPL_00718,654182,654727,accessory
BuffGH_2022,JKPFCNPL_00719,654791,656746,accessory
BuffGH_2022,JKPFCNPL_00720,657243,658541,accessory
BuffGH_2022,JKPFCNPL_00721,658833,659105,accessory
BuffGH_2022,JKPFCNPL_00722,659167,659292,accessory
BuffGH_2022,JKPFCNPL_00723,659466,660209,accessory
BuffGH_2022,JKPFCNPL_00724,661055,661948,accessory
BuffGH_2022,JKPFCNPL_00725,662332,663531,accessory
BuffGH_2022,JKPFCNPL_00726,664403,664906,accessory
BuffGH_2022,JKPFCNPL_00727,665204,665938,accessory
BuffGH_2022,JKPFCNPL_00728,665916,666542,accessory
BuffGH_2022,JKPFCNPL_00729,666539,667315,accessory
BuffGH_2022,JKPFCNPL_00730,667516,667650,accessory
BuffGH_2022,JKPFCNPL_00731,667680,668459,accessory
BuffGH_2022,JKPFCNPL_00732,668492,669388,accessory
BuffGH_2022,JKPFCNPL_00733,669509,669862,accessory
BuffGH_2022,JKPFCNPL_00734,670301,670546,accessory
BuffGH_2022,JKPFCNPL_00735,671623,671922,accessory
BuffGH_2022,JKPFCNPL_00736,672048,672491,accessory
BuffGH_2022,JKPFCNPL_00737,673012,673599,accessory
BuffGH_2022,JKPFCNPL_00738,673774,674982,accessory
BuffGH_2022,JKPFCNPL_00739,675030,675245,accessory
BuffGH_2022,JKPFCNPL_00740,675556,675966,accessory
BuffGH_2022,JKPFCNPL_00741,676025,676168,accessory
BuffGH_2022,JKPFCNPL_00742,676224,676595,accessory
BuffGH_2022,JKPFCNPL_00743,676676,678145,accessory
BuffGH_2022,JKPFCNPL_00744,678583,679191,accessory
BuffGH_2022,JKPFCNPL_00745,679142,680362,accessory
BuffGH_2022,JKPFCNPL_00746,680398,680913,accessory
BuffGH_2022,JKPFCNPL_00747,680976,682646,accessory
BuffGH_2022,JKPFCNPL_00748,682559,683758,accessory
BuffGH_2022,JKPFCNPL_00749,683767,683955,accessory
BuffGH_2022,JKPFCNPL_00750,684155,684487,accessory
BuffGH_2022,JKPFCNPL_00751,684663,685364,accessory
BuffGH_2022,JKPFCNPL_00752,685361,685792,accessory
BuffGH_2022,JKPFCNPL_00753,685918,686124,accessory
BuffGH_2022,JKPFCNPL_00754,686223,687122,accessory
BuffGH_2022,JKPFCNPL_00755,687715,688275,accessory
BuffGH_2022,JKPFCNPL_00756,688682,688933,accessory
BuffGH_2022,JKPFCNPL_00757,688920,689255,accessory
BuffGH_2022,JKPFCNPL_00758,689283,689570,accessory
BuffGH_2022,JKPFCNPL_00759,689648,690907,accessory
BuffGH_2022,JKPFCNPL_00760,690900,692102,accessory
BuffGH_2022,JKPFCNPL_00761,692186,693487,accessory
BuffGH_2022,JKPFCNPL_00762,693489,693758,accessory
BuffGH_2022,JKPFCNPL_00763,693755,694591,accessory
BuffGH_2022,JKPFCNPL_00764,694605,695969,accessory
BuffGH_2022,JKPFCNPL_00765,695966,696091,accessory
BuffGH_2022,JKPFCNPL_00766,696117,697100,accessory
BuffGH_2022,JKPFCNPL_00767,697152,698723,accessory
BuffGH_2022,JKPFCNPL_00768,698720,699670,accessory
BuffGH_2022,JKPFCNPL_00769,699657,700706,accessory
BuffGH_2022,JKPFCNPL_00770,701435,701701,accessory
BuffGH_2022,JKPFCNPL_00771,701983,702456,accessory
BuffGH_2022,JKPFCNPL_00772,702414,702842,accessory
BuffGH_2022,JKPFCNPL_00773,703150,704370,accessory
BuffGH_2022,JKPFCNPL_00774,704389,706257,accessory
BuffGH_2022,JKPFCNPL_00775,706265,706768,accessory
BuffGH_2022,JKPFCNPL_00776,707362,707493,accessory
BuffGH_2022,JKPFCNPL_00777,707520,707969,accessory
BuffGH_2022,JKPFCNPL_00778,708239,708478,accessory
BuffGH_2022,JKPFCNPL_00779,708565,708696,accessory
BuffGH_2022,JKPFCNPL_00780,708824,709030,accessory
BuffGH_2022,JKPFCNPL_00781,709027,709404,accessory
BuffGH_2022,JKPFCNPL_00782,709922,710371,accessory
BuffGH_2022,JKPFCNPL_00783,710592,711086,accessory
BuffGH_2022,JKPFCNPL_00784,710924,711271,accessory
BuffGH_2022,JKPFCNPL_00785,711804,713285,accessory
BuffGH_2022,JKPFCNPL_00786,713251,713568,accessory
BuffGH_2022,JKPFCNPL_00787,713599,714315,accessory
BuffGH_2022,JKPFCNPL_00788,714534,714953,accessory
BuffGH_2022,JKPFCNPL_00789,715061,716296,accessory
BuffGH_2022,JKPFCNPL_00790,716535,717989,accessory
BuffGH_2022,JKPFCNPL_00791,718067,718309,accessory
BuffGH_2022,JKPFCNPL_00792,718626,719129,accessory
BuffGH_2022,JKPFCNPL_00793,719340,719546,accessory
BuffGH_2022,JKPFCNPL_00794,719579,719830,accessory
BuffGH_2022,JKPFCNPL_00795,719897,720316,accessory
BuffGH_2022,JKPFCNPL_00796,720440,721303,accessory
BuffGH_2022,JKPFCNPL_00797,721872,724022,accessory
BuffGH_2022,JKPFCNPL_00798,724052,725311,accessory
BuffGH_2022,JKPFCNPL_00799,725335,726651,accessory
BuffGH_2022,JKPFCNPL_00800,726656,727111,accessory
BuffGH_2022,JKPFCNPL_00801,728269,728868,accessory
BuffGH_2022,JKPFCNPL_00802,729240,731003,accessory
BuffGH_2022,JKPFCNPL_00803,731073,731852,accessory
BuffGH_2022,JKPFCNPL_00804,731927,732478,accessory
BuffGH_2022,JKPFCNPL_00805,732487,732645,accessory
BuffGH_2022,JKPFCNPL_00806,733401,733901,accessory
BuffGH_2022,JKPFCNPL_00807,733895,734488,accessory
BuffGH_2022,JKPFCNPL_00808,734622,735866,accessory
BuffGH_2022,JKPFCNPL_00809,735832,736149,accessory
BuffGH_2022,JKPFCNPL_00810,736180,736896,accessory
BuffGH_2022,JKPFCNPL_00811,737115,737561,accessory
BuffGH_2022,JKPFCNPL_00812,738009,738701,accessory
BuffGH_2022,JKPFCNPL_00813,738698,738880,accessory
BuffGH_2022,JKPFCNPL_00814,739194,739967,accessory
BuffGH_2022,JKPFCNPL_00815,740032,740301,accessory
BuffGH_2022,JKPFCNPL_00816,740986,741111,accessory
BuffGH_2022,JKPFCNPL_00817,741675,741797,accessory
BuffGH_2022,JKPFCNPL_00818,742268,742618,accessory
BuffGH_2022,JKPFCNPL_00819,743117,743476,accessory
BuffGH_2022,JKPFCNPL_00820,743653,744012,accessory
BuffGH_2022,JKPFCNPL_00821,744063,744527,accessory
BuffGH_2022,JKPFCNPL_00822,744544,744804,accessory
BuffGH_2022,JKPFCNPL_00823,745397,746905,accessory
BuffGH_2022,JKPFCNPL_00824,747129,747458,accessory
BuffGH_2022,JKPFCNPL_00825,747525,748346,accessory
BuffGH_2022,JKPFCNPL_00826,748374,749132,accessory
BuffGH_2022,JKPFCNPL_00827,749137,749307,accessory
BuffGH_2022,JKPFCNPL_00828,749386,749550,accessory
BuffGH_2022,JKPFCNPL_00829,749769,750056,accessory
BuffGH_2022,JKPFCNPL_00830,750040,750420,accessory
BuffGH_2022,JKPFCNPL_00831,750426,750752,accessory
BuffGH_2022,JKPFCNPL_00832,751093,751593,accessory
BuffGH_2022,JKPFCNPL_00833,751593,751868,accessory
BuffGH_2022,JKPFCNPL_00834,751962,752537,accessory
BuffGH_2022,JKPFCNPL_00835,752596,753279,accessory
BuffGH_2022,JKPFCNPL_00836,753314,754090,accessory
BuffGH_2022,JKPFCNPL_00837,754262,754531,accessory
BuffGH_2022,JKPFCNPL_00838,755245,757545,accessory
BuffGH_2022,JKPFCNPL_00839,757559,757783,accessory
BuffGH_2022,JKPFCNPL_00840,757930,760248,accessory
BuffGH_2022,JKPFCNPL_00841,760342,760821,accessory
BuffGH_2022,JKPFCNPL_00842,761125,761844,core
BuffGH_2022,JKPFCNPL_00843,761841,763193,core
BuffGH_2022,JKPFCNPL_00844,763294,763677,accessory
BuffGH_2022,JKPFCNPL_00845,763756,765369,accessory
BuffGH_2022,JKPFCNPL_00846,765709,766587,accessory
BuffGH_2022,JKPFCNPL_00847,766610,767011,accessory
BuffGH_2022,JKPFCNPL_00848,767142,769280,accessory
BuffGH_2022,JKPFCNPL_00849,769685,770251,accessory
BuffGH_2022,JKPFCNPL_00850,770422,770859,accessory
BuffGH_2022,JKPFCNPL_00851,771087,773633,accessory
BuffGH_2022,JKPFCNPL_00852,773785,774609,accessory
BuffGH_2022,JKPFCNPL_00853,774609,775193,accessory
BuffGH_2022,JKPFCNPL_00854,775183,775686,accessory
BuffGH_2022,JKPFCNPL_00855,776013,777269,accessory
BuffGH_2022,JKPFCNPL_00856,777652,778173,core
BuffGH_2022,JKPFCNPL_00857,778224,779312,accessory
BuffGH_2022,JKPFCNPL_00858,779408,780388,accessory
BuffGH_2022,JKPFCNPL_00859,780515,781336,accessory
BuffGH_2022,JKPFCNPL_00860,781390,782076,accessory
BuffGH_2022,JKPFCNPL_00861,782060,782758,accessory
BuffGH_2022,JKPFCNPL_00862,782755,783759,accessory
BuffGH_2022,JKPFCNPL_00863,783798,784307,accessory
BuffGH_2022,JKPFCNPL_00864,784390,784536,accessory
BuffGH_2022,JKPFCNPL_00865,784812,785009,accessory
BuffGH_2022,JKPFCNPL_00866,785013,785543,accessory
BuffGH_2022,JKPFCNPL_00867,785713,786987,accessory
BuffGH_2022,JKPFCNPL_00868,787172,787744,accessory
BuffGH_2022,JKPFCNPL_00869,787847,788422,accessory
BuffGH_2022,JKPFCNPL_00870,788507,789727,accessory
BuffGH_2022,JKPFCNPL_00871,789759,790976,accessory
BuffGH_2022,JKPFCNPL_00872,791027,791374,accessory
BuffGH_2022,JKPFCNPL_00873,791432,792064,core
BuffGH_2022,JKPFCNPL_00874,792375,792782,accessory
BuffGH_2022,JKPFCNPL_00875,792812,793681,accessory
BuffGH_2022,JKPFCNPL_00876,793998,794219,accessory
BuffGH_2022,JKPFCNPL_00877,794509,795207,accessory
BuffGH_2022,JKPFCNPL_00878,795292,795894,accessory
BuffGH_2022,JKPFCNPL_00879,795954,796433,accessory
BuffGH_2022,JKPFCNPL_00880,796608,796934,accessory
BuffGH_2022,JKPFCNPL_00881,797038,798021,accessory
BuffGH_2022,JKPFCNPL_00882,798033,798800,accessory
BuffGH_2022,JKPFCNPL_00883,798797,799621,accessory
BuffGH_2022,JKPFCNPL_00884,799622,800461,accessory
BuffGH_2022,JKPFCNPL_00885,800703,802610,accessory
BuffGH_2022,JKPFCNPL_00886,802839,803390,accessory
BuffGH_2022,JKPFCNPL_00887,803391,805196,accessory
BuffGH_2022,JKPFCNPL_00888,805205,805399,accessory
BuffGH_2022,JKPFCNPL_00889,805536,806057,accessory
BuffGH_2022,JKPFCNPL_00890,806188,806403,accessory
BuffGH_2022,JKPFCNPL_00891,806690,807529,accessory
BuffGH_2022,JKPFCNPL_00892,807726,808448,accessory
BuffGH_2022,JKPFCNPL_00893,808448,808834,accessory
BuffGH_2022,JKPFCNPL_00894,808834,809193,accessory
BuffGH_2022,JKPFCNPL_00895,809200,809487,accessory
BuffGH_2022,JKPFCNPL_00896,809614,809988,core
BuffGH_2022,JKPFCNPL_00897,810085,810555,core
BuffGH_2022,JKPFCNPL_00898,810643,812757,accessory
BuffGH_2022,JKPFCNPL_00899,812828,814012,accessory
BuffGH_2022,JKPFCNPL_00900,814199,814801,accessory
BuffGH_2022,JKPFCNPL_00901,814798,815211,accessory
BuffGH_2022,JKPFCNPL_00902,815478,815789,core
BuffGH_2022,JKPFCNPL_00903,815822,816451,core
BuffGH_2022,JKPFCNPL_00904,816462,817067,core
BuffGH_2022,JKPFCNPL_00905,817064,817366,accessory
BuffGH_2022,JKPFCNPL_00906,817384,818205,core
BuffGH_2022,JKPFCNPL_00907,818222,818500,core
